Date,Cinemark
2007-07-01,68
2007-07-02,74
2007-07-03,72
2007-07-04,75
2007-07-05,83
2007-07-06,81
2007-07-07,84
2007-07-08,86
2007-07-09,92
2007-07-10,88
2007-07-11,89
2007-07-12,95
2007-07-13,92
2007-07-14,94
2007-07-15,95
2007-07-16,98
2007-07-17,88
2007-07-18,86
2007-07-19,88
2007-07-20,82
2007-07-21,81
2007-07-22,84
2007-07-23,87
2007-07-24,81
2007-07-25,82
2007-07-26,83
2007-07-27,82
2007-07-28,83
2007-07-29,85
2007-07-30,89
2007-07-31,82
2007-08-01,81
2007-08-02,83
2007-08-03,81
2007-08-04,81
2007-08-05,80
2007-08-06,84
2007-08-07,73
2007-08-08,70
2007-08-09,69
2007-08-10,65
2007-08-11,63
2007-08-12,63
2007-08-13,69
2007-08-14,60
2007-08-15,60
2007-08-16,61
2007-08-17,58
2007-08-18,58
2007-08-19,57
2007-08-20,63
2007-08-21,57
2007-08-22,54
2007-08-23,54
2007-08-24,52
2007-08-25,52
2007-08-26,53
2007-08-27,56
2007-08-28,49
2007-08-29,48
2007-08-30,47
2007-08-31,46
2007-09-01,45
2007-09-02,45
2007-09-03,50
2007-09-04,47
2007-09-05,45
2007-09-06,45
2007-09-07,45
2007-09-08,45
2007-09-09,46
2007-09-10,49
2007-09-11,43
2007-09-12,43
2007-09-13,42
2007-09-14,42
2007-09-15,42
2007-09-16,43
2007-09-17,47
2007-09-18,41
2007-09-19,40
2007-09-20,40
2007-09-21,40
2007-09-22,40
2007-09-23,42
2007-09-24,44
2007-09-25,39
2007-09-26,38
2007-09-27,38
2007-09-28,38
2007-09-29,38
2007-09-30,41
2007-10-01,44
2007-10-02,40
2007-10-03,40
2007-10-04,41
2007-10-05,42
2007-10-06,43
2007-10-07,45
2007-10-08,48
2007-10-09,45
2007-10-10,45
2007-10-11,45
2007-10-12,46
2007-10-13,47
2007-10-14,48
2007-10-15,48
2007-10-16,50
2007-10-17,46
2007-10-18,46
2007-10-19,46
2007-10-20,46
2007-10-21,47
2007-10-22,50
2007-10-23,45
2007-10-24,44
2007-10-25,45
2007-10-26,44
2007-10-27,44
2007-10-28,47
2007-10-29,53
2007-10-30,48
2007-10-31,49
2007-11-01,51
2007-11-02,52
2007-11-03,54
2007-11-04,56
2007-11-05,52
2007-11-06,57
2007-11-07,50
2007-11-08,49
2007-11-09,48
2007-11-10,47
2007-11-11,48
2007-11-12,50
2007-11-13,48
2007-11-14,46
2007-11-15,46
2007-11-16,46
2007-11-17,46
2007-11-18,50
2007-11-19,52
2007-11-20,53
2007-11-21,54
2007-11-22,56
2007-11-23,58
2007-11-24,60
2007-11-25,63
2007-11-26,63
2007-11-27,56
2007-11-28,55
2007-11-29,54
2007-11-30,53
2007-12-01,52
2007-12-02,53
2007-12-03,55
2007-12-04,48
2007-12-05,47
2007-12-06,46
2007-12-07,45
2007-12-08,44
2007-12-09,46
2007-12-10,48
2007-12-11,44
2007-12-12,44
2007-12-13,45
2007-12-14,44
2007-12-15,45
2007-12-16,48
2007-12-17,50
2007-12-18,48
2007-12-19,49
2007-12-20,50
2007-12-21,51
2007-12-22,52
2007-12-23,59
2007-12-24,63
2007-12-25,65
2007-12-26,70
2007-12-27,77
2007-12-28,79
2007-12-29,84
2007-12-30,85
2007-12-31,86
2008-01-01,81
2008-01-02,81
2008-01-03,81
2008-01-04,78
2008-01-05,77
2008-01-06,77
2008-01-07,78
2008-01-08,68
2008-01-09,66
2008-01-10,65
2008-01-11,60
2008-01-12,58
2008-01-13,61
2008-01-14,62
2008-01-15,58
2008-01-16,58
2008-01-17,58
2008-01-18,58
2008-01-19,59
2008-01-20,62
2008-01-21,62
2008-01-22,64
2008-01-23,61
2008-01-24,63
2008-01-25,62
2008-01-26,63
2008-01-27,64
2008-01-28,66
2008-01-29,59
2008-01-30,57
2008-01-31,58
2008-02-01,55
2008-02-02,54
2008-02-03,56
2008-02-04,57
2008-02-05,55
2008-02-06,54
2008-02-07,54
2008-02-08,54
2008-02-09,54
2008-02-10,56
2008-02-11,59
2008-02-12,53
2008-02-13,53
2008-02-14,53
2008-02-15,53
2008-02-16,53
2008-02-17,55
2008-02-18,55
2008-02-19,54
2008-02-20,51
2008-02-21,51
2008-02-22,50
2008-02-23,50
2008-02-24,52
2008-02-25,54
2008-02-26,51
2008-02-27,49
2008-02-28,50
2008-02-29,49
2008-03-01,49
2008-03-02,50
2008-03-03,54
2008-03-04,47
2008-03-05,46
2008-03-06,46
2008-03-07,45
2008-03-08,45
2008-03-09,46
2008-03-10,51
2008-03-11,47
2008-03-12,46
2008-03-13,47
2008-03-14,47
2008-03-15,48
2008-03-16,51
2008-03-17,54
2008-03-18,52
2008-03-19,53
2008-03-20,54
2008-03-21,55
2008-03-22,57
2008-03-23,59
2008-03-24,57
2008-03-25,54
2008-03-26,50
2008-03-27,49
2008-03-28,47
2008-03-29,46
2008-03-30,46
2008-03-31,51
2008-04-01,44
2008-04-02,43
2008-04-03,43
2008-04-04,42
2008-04-05,42
2008-04-06,42
2008-04-07,47
2008-04-08,41
2008-04-09,41
2008-04-10,41
2008-04-11,41
2008-04-12,41
2008-04-13,43
2008-04-14,47
2008-04-15,41
2008-04-16,42
2008-04-17,43
2008-04-18,42
2008-04-19,43
2008-04-20,45
2008-04-21,48
2008-04-22,46
2008-04-23,44
2008-04-24,44
2008-04-25,44
2008-04-26,45
2008-04-27,49
2008-04-28,55
2008-04-29,53
2008-04-30,55
2008-05-01,57
2008-05-02,60
2008-05-03,63
2008-05-04,65
2008-05-05,64
2008-05-06,58
2008-05-07,54
2008-05-08,52
2008-05-09,50
2008-05-10,48
2008-05-11,48
2008-05-12,57
2008-05-13,50
2008-05-14,50
2008-05-15,52
2008-05-16,52
2008-05-17,53
2008-05-18,57
2008-05-19,62
2008-05-20,56
2008-05-21,58
2008-05-22,59
2008-05-23,60
2008-05-24,62
2008-05-25,62
2008-05-26,66
2008-05-27,66
2008-05-28,61
2008-05-29,61
2008-05-30,61
2008-05-31,61
2008-06-01,62
2008-06-02,67
2008-06-03,59
2008-06-04,59
2008-06-05,59
2008-06-06,58
2008-06-07,58
2008-06-08,61
2008-06-09,66
2008-06-10,61
2008-06-11,62
2008-06-12,63
2008-06-13,64
2008-06-14,65
2008-06-15,67
2008-06-16,70
2008-06-17,66
2008-06-18,63
2008-06-19,63
2008-06-20,63
2008-06-21,63
2008-06-22,65
2008-06-23,71
2008-06-24,65
2008-06-25,66
2008-06-26,67
2008-06-27,68
2008-06-28,69
2008-06-29,71
2008-06-30,79
2008-07-01,73
2008-07-02,74
2008-07-03,77
2008-07-04,77
2008-07-05,79
2008-07-06,81
2008-07-07,87
2008-07-08,80
2008-07-09,80
2008-07-10,85
2008-07-11,81
2008-07-12,82
2008-07-13,87
2008-07-14,92
2008-07-15,87
2008-07-16,89
2008-07-17,91
2008-07-18,93
2008-07-19,95
2008-07-20,98
2008-07-21,103
2008-07-22,97
2008-07-23,97
2008-07-24,101
2008-07-25,99
2008-07-26,100
2008-07-27,101
2008-07-28,102
2008-07-29,93
2008-07-30,90
2008-07-31,90
