Date,Carbonite
2011-11-07,22
2011-11-08,22
2011-11-09,22
2011-11-10,22
2011-11-11,22
2011-11-12,22
2011-11-13,22
2011-11-14,22
2011-11-15,22
2011-11-16,22
2011-11-17,22
2011-11-18,23
2011-11-19,23
2011-11-20,23
2011-11-21,24
2011-11-22,24
2011-11-23,24
2011-11-24,26
2011-11-25,26
2011-11-26,26
2011-11-27,28
2011-11-28,30
2011-11-29,32
2011-11-30,35
2011-12-01,37
2011-12-02,41
2011-12-03,43
2011-12-04,41
2011-12-05,37
2011-12-06,35
2011-12-07,32
2011-12-08,29
2011-12-09,28
2011-12-10,25
2011-12-11,25
2011-12-12,25
2011-12-13,25
2011-12-14,25
2011-12-15,25
2011-12-16,25
2011-12-17,25
2011-12-18,24
2011-12-19,25
2011-12-20,24
2011-12-21,24
2011-12-22,23
2011-12-23,23
2011-12-24,23
2011-12-25,23
2011-12-26,23
2011-12-27,24
2011-12-28,25
2011-12-29,25
2011-12-30,25
2011-12-31,26
2012-01-01,26
2012-01-02,27
2012-01-03,26
2012-01-04,27
2012-01-05,28
2012-01-06,27
2012-01-07,28
2012-01-08,27
2012-01-09,26
2012-01-10,26
2012-01-11,25
2012-01-12,25
2012-01-13,25
2012-01-14,24
2012-01-15,24
2012-01-16,24
2012-01-17,23
2012-01-18,23
2012-01-19,22
2012-01-20,22
2012-01-21,22
2012-01-22,22
2012-01-23,22
2012-01-24,22
2012-01-25,23
2012-01-26,22
2012-01-27,23
2012-01-28,23
2012-01-29,22
2012-01-30,23
2012-01-31,22
2012-02-01,21
2012-02-02,21
2012-02-03,21
2012-02-04,21
2012-02-05,21
2012-02-06,21
2012-02-07,21
2012-02-08,22
2012-02-09,21
2012-02-10,22
2012-02-11,22
2012-02-12,22
2012-02-13,22
2012-02-14,22
2012-02-15,22
2012-02-16,22
2012-02-17,22
2012-02-18,24
2012-02-19,23
2012-02-20,23
2012-02-21,23
2012-02-22,24
2012-02-23,23
2012-02-24,25
2012-02-25,24
2012-02-26,25
2012-02-27,24
2012-02-28,24
2012-02-29,25
2012-03-01,24
2012-03-02,24
2012-03-03,25
2012-03-04,28
2012-03-05,33
2012-03-06,38
2012-03-07,39
2012-03-08,48
2012-03-09,48
2012-03-10,51
2012-03-11,47
2012-03-12,44
2012-03-13,41
2012-03-14,36
2012-03-15,34
2012-03-16,29
2012-03-17,26
2012-03-18,25
2012-03-19,25
2012-03-20,24
2012-03-21,25
2012-03-22,23
2012-03-23,23
2012-03-24,24
2012-03-25,23
2012-03-26,24
2012-03-27,24
2012-03-28,25
2012-03-29,25
2012-03-30,27
2012-03-31,27
2012-04-01,26
2012-04-02,26
2012-04-03,26
2012-04-04,26
2012-04-05,25
2012-04-06,25
2012-04-07,25
2012-04-08,25
2012-04-09,24
2012-04-10,23
2012-04-11,23
2012-04-12,23
2012-04-13,22
2012-04-14,22
2012-04-15,22
2012-04-16,22
2012-04-17,22
2012-04-18,22
2012-04-19,22
2012-04-20,22
2012-04-21,22
2012-04-22,22
2012-04-23,22
2012-04-24,22
2012-04-25,23
2012-04-26,24
2012-04-27,23
2012-04-28,24
2012-04-29,23
2012-04-30,23
2012-05-01,23
2012-05-02,23
2012-05-03,22
2012-05-04,23
2012-05-05,22
2012-05-06,22
2012-05-07,22
2012-05-08,22
2012-05-09,23
2012-05-10,23
2012-05-11,23
2012-05-12,24
2012-05-13,24
2012-05-14,23
2012-05-15,22
2012-05-16,23
2012-05-17,21
2012-05-18,22
2012-05-19,21
2012-05-20,21
2012-05-21,20
2012-05-22,20
2012-05-23,19
2012-05-24,18
2012-05-25,18
2012-05-26,18
2012-05-27,18
2012-05-28,18
2012-05-29,18
2012-05-30,18
2012-05-31,19
2012-06-01,18
2012-06-02,19
2012-06-03,19
2012-06-04,19
2012-06-05,19
2012-06-06,19
2012-06-07,19
2012-06-08,20
2012-06-09,19
2012-06-10,19
2012-06-11,18
2012-06-12,18
2012-06-13,18
2012-06-14,18
2012-06-15,18
2012-06-16,18
2012-06-17,18
2012-06-18,18
2012-06-19,18
2012-06-20,18
2012-06-21,18
2012-06-22,18
2012-06-23,18
2012-06-24,18
2012-06-25,18
2012-06-26,18
2012-06-27,18
2012-06-28,18
2012-06-29,18
2012-06-30,18
2012-07-01,18
2012-07-02,18
2012-07-03,18
2012-07-04,18
2012-07-05,18
2012-07-06,18
2012-07-07,18
2012-07-08,18
2012-07-09,18
2012-07-10,19
2012-07-11,19
2012-07-12,19
2012-07-13,19
2012-07-14,20
2012-07-15,19
2012-07-16,20
2012-07-17,19
2012-07-18,19
2012-07-19,19
2012-07-20,19
2012-07-21,19
2012-07-22,19
2012-07-23,19
2012-07-24,19
2012-07-25,19
2012-07-26,20
2012-07-27,20
2012-07-28,20
2012-07-29,20
2012-07-30,21
2012-07-31,20
2012-08-01,20
2012-08-02,20
2012-08-03,21
2012-08-04,21
2012-08-05,22
2012-08-06,21
2012-08-07,21
2012-08-08,21
2012-08-09,22
2012-08-10,22
2012-08-11,22
2012-08-12,22
2012-08-13,22
2012-08-14,22
2012-08-15,23
2012-08-16,23
2012-08-17,22
2012-08-18,23
2012-08-19,22
2012-08-20,22
2012-08-21,22
2012-08-22,22
2012-08-23,22
2012-08-24,22
2012-08-25,22
2012-08-26,24
2012-08-27,26
2012-08-28,28
2012-08-29,30
2012-08-30,32
2012-08-31,35
2012-09-01,36
2012-09-02,35
2012-09-03,36
2012-09-04,35
2012-09-05,33
2012-09-06,33
2012-09-07,32
2012-09-08,32
2012-09-09,31
2012-09-10,31
2012-09-11,30
2012-09-12,30
2012-09-13,30
2012-09-14,29
2012-09-15,29
2012-09-16,28
2012-09-17,28
2012-09-18,27
2012-09-19,27
2012-09-20,26
2012-09-21,26
2012-09-22,26
2012-09-23,27
2012-09-24,28
2012-09-25,29
2012-09-26,31
2012-09-27,32
2012-09-28,34
2012-09-29,35
2012-09-30,34
2012-10-01,34
2012-10-02,33
2012-10-03,32
2012-10-04,31
2012-10-05,30
2012-10-06,30
2012-10-07,29
2012-10-08,29
2012-10-09,28
2012-10-10,29
2012-10-11,28
2012-10-12,27
2012-10-13,27
2012-10-14,26
2012-10-15,25
2012-10-16,25
2012-10-17,25
2012-10-18,24
2012-10-19,23
2012-10-20,23
2012-10-21,23
2012-10-22,23
2012-10-23,24
2012-10-24,23
2012-10-25,23
2012-10-26,24
2012-10-27,24
2012-10-28,23
2012-10-29,23
2012-10-30,23
2012-10-31,22
