Date,Eloqua
2011-07-09,18
2011-07-10,18
2011-07-11,19
2011-07-12,21
2011-07-13,21
2011-07-14,23
2011-07-15,23
2011-07-16,24
2011-07-17,23
2011-07-18,22
2011-07-19,22
2011-07-20,21
2011-07-21,21
2011-07-22,20
2011-07-23,20
2011-07-24,20
2011-07-25,20
2011-07-26,20
2011-07-27,21
2011-07-28,22
2011-07-29,21
2011-07-30,22
2011-07-31,22
2011-08-01,23
2011-08-02,24
2011-08-03,24
2011-08-04,27
2011-08-05,26
2011-08-06,27
2011-08-07,26
2011-08-08,26
2011-08-09,26
2011-08-10,27
2011-08-11,26
2011-08-12,26
2011-08-13,26
2011-08-14,26
2011-08-15,26
2011-08-16,26
2011-08-17,29
2011-08-18,27
2011-08-19,27
2011-08-20,28
2011-08-21,29
2011-08-22,30
2011-08-23,32
2011-08-24,32
2011-08-25,33
2011-08-26,35
2011-08-27,38
2011-08-28,33
2011-08-29,31
2011-08-30,30
2011-08-31,28
2011-09-01,28
2011-09-02,26
2011-09-03,24
2011-09-04,23
2011-09-05,22
2011-09-06,22
2011-09-07,23
2011-09-08,21
2011-09-09,20
2011-09-10,20
2011-09-11,20
2011-09-12,21
2011-09-13,23
2011-09-14,23
2011-09-15,24
2011-09-16,26
2011-09-17,26
2011-09-18,25
2011-09-19,25
2011-09-20,24
2011-09-21,24
2011-09-22,23
2011-09-23,24
2011-09-24,23
2011-09-25,22
2011-09-26,22
2011-09-27,22
2011-09-28,23
2011-09-29,22
2011-09-30,23
2011-10-01,22
2011-10-02,22
2011-10-03,22
2011-10-04,23
2011-10-05,23
2011-10-06,22
2011-10-07,23
2011-10-08,23
2011-10-09,22
2011-10-10,22
2011-10-11,21
2011-10-12,22
2011-10-13,20
2011-10-14,20
2011-10-15,20
2011-10-16,20
2011-10-17,21
2011-10-18,23
2011-10-19,22
2011-10-20,23
2011-10-21,26
2011-10-22,25
2011-10-23,25
2011-10-24,25
2011-10-25,25
2011-10-26,25
2011-10-27,27
2011-10-28,25
2011-10-29,26
2011-10-30,26
2011-10-31,26
2011-11-01,26
2011-11-02,26
2011-11-03,26
2011-11-04,28
2011-11-05,27
2011-11-06,25
2011-11-07,25
2011-11-08,24
2011-11-09,24
2011-11-10,23
2011-11-11,24
2011-11-12,23
2011-11-13,23
2011-11-14,23
2011-11-15,23
2011-11-16,26
2011-11-17,23
2011-11-18,23
2011-11-19,23
2011-11-20,22
2011-11-21,21
2011-11-22,20
2011-11-23,19
2011-11-24,18
2011-11-25,17
2011-11-26,16
2011-11-27,16
2011-11-28,17
2011-11-29,19
2011-11-30,18
2011-12-01,19
2011-12-02,20
2011-12-03,21
2011-12-04,21
2011-12-05,22
2011-12-06,23
2011-12-07,23
2011-12-08,23
2011-12-09,24
2011-12-10,27
2011-12-11,25
2011-12-12,25
2011-12-13,25
2011-12-14,26
2011-12-15,26
2011-12-16,29
2011-12-17,27
2011-12-18,25
2011-12-19,24
2011-12-20,23
2011-12-21,23
2011-12-22,21
2011-12-23,20
2011-12-24,19
2011-12-25,17
2011-12-26,15
2011-12-27,14
2011-12-28,12
2011-12-29,11
2011-12-30,9
2011-12-31,8
2012-01-01,9
2012-01-02,10
2012-01-03,12
2012-01-04,13
2012-01-05,15
2012-01-06,16
2012-01-07,18
2012-01-08,19
2012-01-09,20
2012-01-10,22
2012-01-11,23
2012-01-12,25
2012-01-13,30
2012-01-14,28
2012-01-15,27
2012-01-16,26
2012-01-17,25
2012-01-18,24
2012-01-19,24
2012-01-20,22
2012-01-21,21
2012-01-22,21
2012-01-23,22
2012-01-24,22
2012-01-25,23
2012-01-26,23
2012-01-27,26
2012-01-28,25
2012-01-29,24
2012-01-30,24
2012-01-31,25
2012-02-01,23
2012-02-02,22
2012-02-03,22
2012-02-04,22
2012-02-05,22
2012-02-06,22
2012-02-07,22
2012-02-08,24
2012-02-09,23
2012-02-10,24
2012-02-11,24
2012-02-12,23
2012-02-13,23
2012-02-14,22
2012-02-15,24
2012-02-16,21
2012-02-17,22
2012-02-18,21
2012-02-19,21
2012-02-20,21
2012-02-21,22
2012-02-22,22
2012-02-23,22
2012-02-24,22
2012-02-25,25
2012-02-26,23
2012-02-27,23
2012-02-28,23
2012-02-29,25
2012-03-01,23
2012-03-02,23
2012-03-03,24
2012-03-04,24
2012-03-05,24
2012-03-06,24
2012-03-07,26
2012-03-08,24
2012-03-09,25
2012-03-10,25
2012-03-11,24
2012-03-12,24
2012-03-13,25
2012-03-14,24
2012-03-15,22
2012-03-16,22
2012-03-17,22
2012-03-18,22
2012-03-19,23
2012-03-20,24
2012-03-21,24
2012-03-22,27
2012-03-23,26
2012-03-24,28
2012-03-25,27
2012-03-26,27
2012-03-27,27
2012-03-28,27
2012-03-29,27
2012-03-30,30
2012-03-31,28
2012-04-01,27
2012-04-02,26
2012-04-03,25
2012-04-04,24
2012-04-05,23
2012-04-06,22
2012-04-07,22
2012-04-08,21
2012-04-09,21
2012-04-10,21
2012-04-11,21
2012-04-12,21
2012-04-13,23
2012-04-14,21
2012-04-15,21
2012-04-16,21
2012-04-17,23
2012-04-18,22
2012-04-19,23
2012-04-20,24
2012-04-21,24
2012-04-22,24
2012-04-23,24
2012-04-24,27
2012-04-25,25
2012-04-26,26
2012-04-27,26
2012-04-28,27
2012-04-29,27
2012-04-30,27
2012-05-01,27
2012-05-02,27
2012-05-03,30
2012-05-04,27
2012-05-05,29
2012-05-06,28
2012-05-07,28
2012-05-08,28
2012-05-09,28
2012-05-10,30
2012-05-11,28
2012-05-12,29
2012-05-13,28
2012-05-14,28
2012-05-15,28
2012-05-16,28
2012-05-17,27
2012-05-18,27
2012-05-19,27
2012-05-20,27
2012-05-21,27
2012-05-22,27
2012-05-23,28
2012-05-24,28
2012-05-25,27
2012-05-26,29
2012-05-27,27
2012-05-28,26
2012-05-29,26
2012-05-30,26
2012-05-31,25
2012-06-01,25
2012-06-02,24
2012-06-03,24
2012-06-04,24
2012-06-05,25
2012-06-06,25
2012-06-07,26
2012-06-08,30
2012-06-09,27
2012-06-10,26
2012-06-11,25
2012-06-12,24
2012-06-13,25
2012-06-14,23
2012-06-15,22
2012-06-16,22
2012-06-17,22
2012-06-18,23
2012-06-19,24
2012-06-20,25
2012-06-21,27
2012-06-22,27
2012-06-23,29
2012-06-24,27
2012-06-25,27
2012-06-26,27
2012-06-27,27
2012-06-28,29
2012-06-29,27
2012-06-30,28
2012-07-01,26
2012-07-02,25
2012-07-03,24
2012-07-04,24
2012-07-05,24
2012-07-06,22
2012-07-07,22
2012-07-08,23
2012-07-09,24
2012-07-10,25
2012-07-11,26
2012-07-12,29
2012-07-13,28
2012-07-14,30
2012-07-15,29
2012-07-16,29
2012-07-17,30
2012-07-18,28
2012-07-19,27
2012-07-20,30
2012-07-21,27
2012-07-22,27
2012-07-23,28
2012-07-24,28
2012-07-25,29
2012-07-26,32
2012-07-27,31
2012-07-28,31
2012-07-29,32
2012-07-30,34
2012-07-31,36
2012-08-01,37
2012-08-02,39
2012-08-03,44
2012-08-04,46
2012-08-05,41
2012-08-06,40
2012-08-07,41
2012-08-08,38
2012-08-09,38
2012-08-10,38
2012-08-11,35
2012-08-12,34
2012-08-13,34
2012-08-14,34
2012-08-15,33
2012-08-16,34
2012-08-17,32
2012-08-18,32
2012-08-19,31
2012-08-20,30
2012-08-21,30
2012-08-22,32
2012-08-23,29
2012-08-24,29
2012-08-25,28
2012-08-26,27
2012-08-27,27
2012-08-28,28
2012-08-29,27
2012-08-30,27
2012-08-31,30
2012-09-01,27
2012-09-02,27
2012-09-03,27
2012-09-04,27
2012-09-05,27
2012-09-06,27
2012-09-07,27
2012-09-08,27
2012-09-09,27
2012-09-10,27
2012-09-11,29
2012-09-12,27
2012-09-13,28
2012-09-14,29
2012-09-15,28
2012-09-16,28
2012-09-17,28
2012-09-18,28
2012-09-19,28
2012-09-20,29
2012-09-21,28
2012-09-22,30
2012-09-23,28
2012-09-24,28
2012-09-25,28
2012-09-26,29
2012-09-27,29
2012-09-28,30
2012-09-29,32
2012-09-30,29
2012-10-01,29
2012-10-02,28
2012-10-03,28
2012-10-04,27
2012-10-05,30
2012-10-06,27
2012-10-07,27
2012-10-08,28
2012-10-09,29
2012-10-10,30
2012-10-11,31
2012-10-12,32
2012-10-13,33
2012-10-14,32
2012-10-15,32
2012-10-16,32
2012-10-17,32
2012-10-18,31
2012-10-19,32
2012-10-20,31
2012-10-21,31
2012-10-22,32
2012-10-23,33
2012-10-24,33
2012-10-25,35
2012-10-26,34
2012-10-27,35
2012-10-28,33
2012-10-29,32
2012-10-30,31
2012-10-31,29
2012-11-01,28
2012-11-02,28
2012-11-03,26
2012-11-04,27
2012-11-05,29
2012-11-06,31
2012-11-07,34
2012-11-08,35
2012-11-09,38
2012-11-10,39
2012-11-11,38
2012-11-12,37
2012-11-13,36
2012-11-14,35
2012-11-15,34
2012-11-16,35
2012-11-17,32
2012-11-18,30
2012-11-19,29
2012-11-20,28
2012-11-21,27
2012-11-22,26
2012-11-23,23
2012-11-24,22
2012-11-25,22
2012-11-26,23
2012-11-27,24
2012-11-28,25
2012-11-29,27
2012-11-30,28
2012-12-01,28
2012-12-02,28
2012-12-03,28
2012-12-04,29
2012-12-05,29
2012-12-06,29
2012-12-07,29
2012-12-08,31
2012-12-09,29
2012-12-10,29
2012-12-11,30
2012-12-12,28
2012-12-13,28
2012-12-14,27
2012-12-15,29
2012-12-16,37
2012-12-17,47
2012-12-18,58
2012-12-19,68
2012-12-20,79
2012-12-21,98
2012-12-22,121
2012-12-23,91
2012-12-24,81
2012-12-25,76
2012-12-26,61
2012-12-27,53
2012-12-28,43
2012-12-29,32
2012-12-30,31
2012-12-31,31
2013-01-01,31
2013-01-02,30
2013-01-03,30
2013-01-04,31
2013-01-05,33
2013-01-06,31
2013-01-07,33
2013-01-08,35
2013-01-09,37
2013-01-10,38
2013-01-11,39
2013-01-12,42
2013-01-13,39
2013-01-14,38
2013-01-15,37
2013-01-16,38
2013-01-17,35
2013-01-18,34
2013-01-19,34
2013-01-20,33
2013-01-21,33
2013-01-22,33
2013-01-23,34
2013-01-24,34
2013-01-25,34
2013-01-26,35
2013-01-27,34
2013-01-28,34
2013-01-29,34
2013-01-30,36
2013-01-31,34
