Date,Solazyme
2011-06-06,53
2011-06-07,49
2011-06-08,46
2011-06-09,42
2011-06-10,39
2011-06-11,35
2011-06-12,33
2011-06-13,30
2011-06-14,28
2011-06-15,25
2011-06-16,23
2011-06-17,21
2011-06-18,19
2011-06-19,20
2011-06-20,21
2011-06-21,22
2011-06-22,23
2011-06-23,24
2011-06-24,25
2011-06-25,26
2011-06-26,25
2011-06-27,23
2011-06-28,22
2011-06-29,21
2011-06-30,20
2011-07-01,19
2011-07-02,18
2011-07-03,19
2011-07-04,20
2011-07-05,21
2011-07-06,22
2011-07-07,23
2011-07-08,24
2011-07-09,26
2011-07-10,25
2011-07-11,25
2011-07-12,24
2011-07-13,24
2011-07-14,23
2011-07-15,23
2011-07-16,23
2011-07-17,23
2011-07-18,23
2011-07-19,23
2011-07-20,23
2011-07-21,23
2011-07-22,23
2011-07-23,23
2011-07-24,22
2011-07-25,21
2011-07-26,20
2011-07-27,20
2011-07-28,19
2011-07-29,18
2011-07-30,18
2011-07-31,18
2011-08-01,19
2011-08-02,19
2011-08-03,20
2011-08-04,20
2011-08-05,21
2011-08-06,22
2011-08-07,22
2011-08-08,22
2011-08-09,23
2011-08-10,23
2011-08-11,24
2011-08-12,24
2011-08-13,25
2011-08-14,24
2011-08-15,24
2011-08-16,24
2011-08-17,23
2011-08-18,23
2011-08-19,23
2011-08-20,23
2011-08-21,23
2011-08-22,23
2011-08-23,23
2011-08-24,23
2011-08-25,23
2011-08-26,23
2011-08-27,24
2011-08-28,24
2011-09-04,25
2011-09-05,23
2011-09-06,21
2011-09-07,19
2011-09-08,17
2011-09-09,15
2011-09-10,14
2011-09-11,15
2011-09-12,17
2011-09-13,19
2011-09-14,21
2011-09-15,23
2011-09-16,25
2011-09-17,27
2011-09-18,26
2011-09-19,25
2011-09-20,25
2011-09-21,24
2011-09-22,24
2011-09-23,23
2011-09-24,23
2011-09-25,22
2011-09-26,21
2011-09-27,20
2011-09-28,19
2011-09-29,18
2011-09-30,17
2011-10-01,17
2011-10-02,17
2011-10-03,17
2011-10-04,17
2011-10-05,17
2011-10-06,17
2011-10-07,17
2011-10-08,18
2011-10-09,18
2011-10-10,19
2011-10-11,19
2011-10-12,20
2011-10-13,21
2011-10-14,21
2011-10-15,22
2011-10-16,21
2011-10-17,20
2011-10-18,19
2011-10-19,18
2011-10-20,17
2011-10-21,16
2011-10-22,15
2011-10-23,15
2011-10-24,16
2011-10-25,17
2011-10-26,18
2011-10-27,19
2011-10-28,20
2011-10-29,21
2011-10-30,20
2011-10-31,19
2011-11-01,18
2011-11-02,17
2011-11-03,16
2011-11-04,15
2011-11-05,14
2011-11-06,18
2011-11-07,23
2011-11-08,27
2011-11-09,32
2011-11-10,36
2011-11-11,41
2011-11-12,45
2011-11-13,43
2011-11-14,41
2011-11-15,39
2011-11-16,37
2011-11-17,35
2011-11-18,33
2011-11-19,31
2011-11-20,29
2011-11-21,27
2011-11-22,25
2011-11-23,24
2011-11-24,22
2011-11-25,20
2011-11-26,19
2011-11-27,19
2011-12-01,23
2011-12-02,24
2011-12-03,25
2011-12-04,25
2011-12-05,25
2011-12-06,27
2011-12-07,27
2011-12-08,26
2011-12-09,26
2011-12-10,27
2011-12-11,26
2011-12-12,26
2011-12-13,26
2011-12-14,25
2011-12-15,25
2011-12-16,25
2011-12-17,25
2011-12-18,26
2011-12-19,22
2011-12-20,20
2011-12-21,19
2011-12-22,17
2011-12-23,16
2011-12-24,15
2011-12-25,15
2011-12-26,15
2011-12-27,15
2011-12-28,15
2011-12-29,15
2011-12-30,15
2011-12-31,15
2012-01-01,15
2012-01-02,16
2012-01-03,17
2012-01-04,18
2012-01-05,19
2012-01-06,20
2012-01-07,21
2012-01-08,21
2012-01-09,21
2012-01-10,21
2012-01-11,21
2012-01-12,21
2012-01-13,21
2012-01-14,21
2012-01-15,20
2012-01-16,19
2012-01-17,19
2012-01-18,18
2012-01-19,18
2012-01-20,17
2012-01-21,17
2012-01-22,17
2012-01-23,18
2012-01-24,19
2012-01-25,19
2012-01-26,20
2012-01-27,21
2012-01-28,22
2012-01-29,21
2012-01-30,20
2012-01-31,20
2012-02-01,19
2012-02-02,19
2012-02-03,18
2012-02-04,19
2012-02-05,18
2012-02-06,18
2012-02-07,19
2012-02-08,19
2012-02-09,20
2012-02-10,20
2012-02-11,21
2012-02-12,20
2012-02-13,19
2012-02-14,18
2012-02-15,18
2012-02-16,18
2012-02-17,16
2012-02-18,16
2012-02-19,16
2012-02-20,17
2012-02-21,18
2012-02-22,19
2012-02-23,22
2012-02-24,21
2012-02-25,22
2012-02-26,21
2012-02-27,21
2012-02-28,21
2012-02-29,20
2012-03-01,20
2012-03-02,20
2012-03-03,20
2012-03-04,20
2012-03-05,20
2012-03-06,21
2012-03-07,21
2012-03-08,22
2012-03-09,22
2012-03-10,23
2012-03-11,25
2012-03-12,24
2012-03-13,25
2012-03-14,26
2012-03-15,28
2012-03-16,28
2012-03-17,30
2012-03-18,27
2012-03-19,25
2012-03-20,23
2012-03-21,22
2012-03-22,20
2012-03-23,19
2012-03-24,17
2012-03-25,17
2012-03-26,18
2012-03-27,18
2012-03-28,19
2012-03-29,19
2012-03-30,20
2012-03-31,21
2012-04-01,22
2012-04-02,24
2012-04-03,26
2012-04-04,27
2012-04-05,28
2012-04-06,30
2012-04-07,32
2012-04-08,29
2012-04-09,27
2012-04-10,24
2012-04-11,22
2012-04-12,20
2012-04-13,17
2012-04-14,15
2012-04-15,15
2012-04-16,15
2012-04-17,16
2012-04-18,16
2012-04-19,17
2012-04-20,17
2012-04-21,18
2012-04-22,17
2012-04-23,17
2012-04-24,17
2012-04-25,17
2012-04-26,17
2012-04-27,17
2012-04-28,17
2012-04-29,17
2012-04-30,17
2012-05-01,17
2012-05-02,17
2012-05-03,17
2012-05-04,17
2012-05-05,17
2012-05-06,18
2012-05-07,19
2012-05-08,20
2012-05-09,21
2012-05-10,22
2012-05-11,23
2012-05-12,24
2012-05-13,22
2012-05-14,21
2012-05-15,20
2012-05-16,19
2012-05-17,18
2012-05-18,17
2012-05-19,16
2012-05-20,16
2012-05-21,17
2012-05-22,18
2012-05-23,20
2012-05-24,20
2012-05-25,21
2012-05-26,22
2012-05-27,21
2012-05-28,20
2012-05-29,19
2012-05-30,18
2012-05-31,17
2012-06-01,16
2012-06-02,16
2012-06-03,16
2012-06-04,17
2012-06-05,17
2012-06-06,18
2012-06-07,18
2012-06-08,19
2012-06-09,20
2012-06-10,19
2012-06-11,19
2012-06-12,19
2012-06-13,19
2012-06-14,19
2012-06-15,19
2012-06-16,19
2012-06-17,18
2012-06-18,18
2012-06-19,18
2012-06-20,17
2012-06-21,17
2012-06-22,17
2012-06-23,17
2012-06-24,16
2012-06-25,16
2012-06-26,15
2012-06-27,15
2012-06-28,15
2012-06-29,14
2012-06-30,14
2012-07-01,15
2012-07-02,16
2012-07-03,17
2012-07-04,18
2012-07-05,19
2012-07-06,20
2012-07-07,21
2012-07-08,20
2012-07-09,19
2012-07-10,18
2012-07-11,18
2012-07-12,17
2012-07-13,16
2012-07-14,16
2012-07-15,16
2012-07-16,17
2012-07-17,18
2012-07-18,19
2012-07-19,19
2012-07-20,20
2012-07-21,21
2012-07-22,20
2012-07-23,20
2012-07-24,20
2012-07-25,19
2012-07-26,19
2012-07-27,19
2012-07-28,19
2012-07-29,18
2012-07-30,18
2012-07-31,17
2012-08-01,17
2012-08-02,16
2012-08-03,16
2012-08-04,16
2012-08-05,16
2012-08-06,17
2012-08-07,19
2012-08-08,19
2012-08-09,20
2012-08-10,21
2012-08-11,22
2012-08-12,21
2012-08-13,21
2012-08-14,21
2012-08-15,21
2012-08-16,21
2012-08-17,21
2012-08-18,21
2012-08-19,21
2012-08-20,21
2012-08-21,21
2012-08-22,22
2012-08-23,22
2012-08-24,22
2012-08-25,23
2012-08-26,24
2012-08-27,23
2012-08-28,24
2012-08-29,24
2012-08-30,25
2012-08-31,25
