Date,MaxLinear
2010-07-18,6
2010-07-19,6
2010-07-20,6
2010-07-21,6
2010-07-22,6
2010-07-23,6
2010-07-24,6
2010-07-25,6
2010-08-01,6
2010-08-02,6
2010-08-03,6
2010-08-04,6
2010-08-05,6
2010-08-06,6
2010-08-07,6
2010-08-08,6
2010-08-09,6
2010-08-10,6
2010-08-11,6
2010-08-12,6
2010-08-13,6
2010-08-14,6
2010-08-15,6
2010-08-16,7
2010-08-17,6
2010-08-18,6
2010-08-19,6
2010-08-20,6
2010-08-21,7
2010-08-22,7
2010-08-23,7
2010-08-24,7
2010-08-25,7
2010-08-26,7
2010-08-27,7
2010-08-28,8
2010-08-29,7
2010-08-30,7
2010-08-31,7
2010-09-01,6
2010-09-02,6
2010-09-03,6
2010-09-04,6
2010-09-05,6
2010-09-06,6
2010-09-07,6
2010-09-08,6
2010-09-09,6
2010-09-10,6
2010-09-11,6
2010-09-12,6
2010-09-13,6
2010-09-14,6
2010-09-15,6
2010-09-16,6
2010-09-17,6
2010-09-18,6
2010-09-19,5
2010-09-20,5
2010-09-21,5
2010-09-22,5
2010-09-23,5
2010-09-24,5
2010-09-25,5
2010-09-26,5
2010-09-27,5
2010-09-28,5
2010-09-29,5
2010-09-30,5
2010-10-01,5
2010-10-02,5
2010-10-03,5
2010-10-04,6
2010-10-05,7
2010-10-06,8
2010-10-07,9
2010-10-08,10
2010-10-09,11
2010-10-10,10
2010-10-11,10
2010-10-12,9
2010-10-13,9
2010-10-14,9
2010-10-15,8
2010-10-16,8
2010-10-17,7
2010-10-18,7
2010-10-19,6
2010-10-20,6
2010-10-21,5
2010-10-22,5
2010-10-23,5
2010-10-24,5
2010-10-25,6
2010-10-26,6
2010-10-27,6
2010-10-28,7
2010-10-29,8
2010-10-30,8
2010-10-31,7
2010-11-07,5
2010-11-08,6
2010-11-09,5
2010-11-10,5
2010-11-11,5
2010-11-12,5
2010-11-13,5
2010-11-14,5
2010-11-15,5
2010-11-16,5
2010-11-17,5
2010-11-18,5
2010-11-19,5
2010-11-20,5
2010-11-21,5
2010-11-22,5
2010-11-23,5
2010-11-24,5
2010-11-25,5
2010-11-26,5
2010-11-27,5
2010-11-28,5
2010-11-29,5
2010-11-30,5
2010-12-01,5
2010-12-02,5
2010-12-03,5
2010-12-04,5
2010-12-05,5
2010-12-06,5
2010-12-07,5
2010-12-08,5
2010-12-09,5
2010-12-10,5
2010-12-11,6
2010-12-12,6
2010-12-13,6
2010-12-14,6
2010-12-15,6
2010-12-16,6
2010-12-17,6
2010-12-18,7
2010-12-19,6
2010-12-20,6
2010-12-21,6
2010-12-22,5
2010-12-23,5
2010-12-24,5
2010-12-25,5
2010-12-26,5
2010-12-27,5
2010-12-28,5
2010-12-29,5
2010-12-30,5
2010-12-31,5
2011-01-01,5
2011-01-02,5
2011-01-03,5
2011-01-04,5
2011-01-05,5
2011-01-06,5
2011-01-07,5
2011-01-08,5
2011-01-09,5
2011-01-10,5
2011-01-11,5
2011-01-12,5
2011-01-13,5
2011-01-14,5
2011-01-15,5
2011-01-16,5
2011-01-17,5
2011-01-18,5
2011-01-19,5
2011-01-20,5
2011-01-21,5
2011-01-22,6
2011-01-23,5
2011-01-24,5
2011-01-25,5
2011-01-26,5
2011-01-27,5
2011-01-28,5
2011-01-29,5
2011-01-30,5
2011-02-01,5
2011-02-02,5
2011-02-03,5
2011-02-04,5
2011-02-05,5
2011-02-06,5
2011-02-07,5
2011-02-08,5
2011-02-09,5
2011-02-10,5
2011-02-11,5
2011-02-12,5
2011-02-13,5
2011-02-14,5
2011-02-15,5
2011-02-16,5
2011-02-17,5
2011-02-18,5
2011-02-19,5
2011-02-20,5
2011-02-21,5
2011-02-22,5
2011-02-23,5
2011-02-24,5
2011-02-25,5
2011-02-26,5
2011-02-27,5
2011-02-28,5
2011-03-01,5
2011-03-02,5
2011-03-03,5
2011-03-04,5
2011-03-05,5
2011-03-06,5
2011-03-07,5
2011-03-08,5
2011-03-09,5
2011-03-10,5
2011-03-11,5
2011-03-12,5
2011-03-13,5
2011-03-14,5
2011-03-15,5
2011-03-16,5
2011-03-17,5
2011-03-18,5
2011-03-19,5
2011-03-20,4
2011-03-21,4
2011-03-22,4
2011-03-23,4
2011-03-24,4
2011-03-25,4
2011-03-26,4
2011-03-27,4
2011-03-28,4
2011-03-29,4
2011-03-30,4
2011-03-31,4
2011-04-01,4
2011-04-02,4
2011-04-03,4
2011-04-04,4
2011-04-05,4
2011-04-06,4
2011-04-07,4
2011-04-08,4
2011-04-09,4
2011-04-10,4
2011-04-11,4
2011-04-12,4
2011-04-13,4
2011-04-14,4
2011-04-15,4
2011-04-16,4
2011-04-17,4
2011-04-18,4
2011-04-19,4
2011-04-20,5
2011-04-21,5
2011-04-22,5
2011-04-23,6
2011-04-24,5
2011-04-25,5
2011-04-26,5
2011-04-27,5
2011-04-28,5
2011-04-29,5
2011-04-30,5
