Date,Model N
2013-07-12,0
2013-07-13,0
2013-07-14,0
2013-07-15,0
2013-07-16,0
2013-07-17,0
2013-07-18,0
2013-07-19,0
2013-07-20,0
2013-07-21,0
2013-07-22,0
2013-07-23,0
2013-07-24,0
2013-07-25,0
2013-07-26,0
2013-07-27,0
2013-07-28,0
2013-07-29,0
2013-07-30,0
2013-07-31,0
2013-08-01,0
2013-08-02,0
2013-08-03,0
2013-08-04,0
2013-08-05,0
2013-08-06,0
2013-08-07,0
2013-08-08,0
2013-08-09,0
2013-08-10,0
2013-08-11,0
2013-08-12,0
2013-08-13,0
2013-08-14,0
2013-08-15,0
2013-08-16,0
2013-08-17,0
2013-08-18,0
2013-08-19,0
2013-08-20,0
2013-08-21,0
2013-08-22,0
2013-08-23,0
2013-08-24,0
2013-08-25,0
2013-08-26,0
2013-08-27,0
2013-08-28,0
2013-08-29,0
2013-08-30,0
2013-08-31,0
2013-09-01,0
2013-09-02,1
2013-09-03,3
2013-09-04,5
2013-09-05,7
2013-09-06,9
2013-09-07,11
2013-09-08,13
2013-09-09,14
2013-09-10,16
2013-09-11,18
2013-09-12,20
2013-09-13,22
2013-09-14,24
2013-09-15,26
2013-09-16,28
2013-09-17,29
2013-09-18,31
2013-09-19,33
2013-09-20,35
2013-09-21,37
2013-09-22,39
2013-09-23,41
2013-09-24,42
2013-09-25,44
2013-09-26,46
2013-09-27,48
2013-09-28,50
2013-09-29,52
2013-09-30,54
2013-10-01,56
2013-10-02,54
2013-10-03,52
2013-10-04,50
2013-10-05,48
2013-10-06,46
2013-10-07,45
2013-10-08,43
2013-10-09,41
2013-10-10,39
2013-10-11,37
2013-10-12,36
2013-10-13,34
2013-10-14,32
2013-10-15,30
2013-10-16,28
2013-10-17,27
2013-10-18,25
2013-10-19,23
2013-10-20,21
2013-10-21,19
2013-10-22,18
2013-10-23,16
2013-10-24,14
2013-10-25,12
2013-10-26,10
2013-10-27,9
2013-10-28,7
2013-10-29,5
2013-10-30,3
2013-10-31,1
2013-11-01,0
2013-11-02,0
2013-11-03,0
2013-11-04,0
2013-11-05,0
2013-11-06,0
2013-11-07,0
2013-11-08,0
2013-11-09,0
2013-11-10,0
2013-11-11,0
2013-11-12,0
2013-11-13,0
2013-11-14,0
2013-11-15,0
2013-11-16,0
2013-11-17,0
2013-11-18,0
2013-11-19,0
2013-11-20,0
2013-11-21,0
2013-11-22,0
2013-11-23,0
2013-11-24,0
2013-11-25,0
2013-11-26,0
2013-11-27,0
2013-11-28,0
2013-11-29,0
2013-11-30,0
2013-12-01,0
2013-12-02,0
2013-12-03,0
2013-12-04,0
2013-12-05,0
2013-12-06,0
2013-12-07,0
2013-12-08,0
2013-12-09,0
2013-12-10,0
2013-12-11,0
2013-12-12,0
2013-12-13,0
2013-12-14,0
2013-12-15,0
2013-12-16,0
2013-12-17,0
2013-12-18,0
2013-12-19,0
2013-12-20,0
2013-12-21,0
2013-12-22,0
2013-12-23,0
2013-12-24,0
2013-12-25,0
2013-12-26,0
2013-12-27,0
2013-12-28,0
2013-12-29,0
2013-12-30,0
2013-12-31,0
