Date,XOOM Corporation
2013-03-07,38
2013-03-08,34
2013-03-09,43
2013-03-10,37
2013-03-11,30
2013-03-12,37
2013-03-13,39
2013-03-14,34
2013-03-15,31
2013-03-16,37
2013-03-17,37
2013-03-18,30
2013-03-19,32
2013-03-20,32
2013-03-21,36
2013-03-22,30
2013-03-23,32
2013-03-24,32
2013-03-25,27
2013-03-26,31
2013-03-27,31
2013-03-28,27
2013-03-29,29
2013-03-30,28
2013-03-31,28
2013-04-01,29
2013-04-02,31
2013-04-03,34
2013-04-04,26
2013-04-05,29
2013-04-06,37
2013-04-07,29
2013-04-08,33
2013-04-09,31
2013-04-10,33
2013-04-11,29
2013-04-12,26
2013-04-13,32
2013-04-14,28
2013-04-15,31
2013-04-16,31
2013-04-17,30
2013-04-18,29
2013-04-19,34
2013-04-20,32
2013-04-21,31
2013-04-22,31
2013-04-23,29
2013-04-24,32
2013-04-25,32
2013-04-26,30
2013-04-27,33
2013-04-28,32
2013-04-29,33
2013-04-30,27
2013-05-01,30
2013-05-02,32
2013-05-03,28
2013-05-04,31
2013-05-05,31
2013-05-06,30
2013-05-07,29
2013-05-08,35
2013-05-09,32
2013-05-10,32
2013-05-11,39
2013-05-12,31
2013-05-13,34
2013-05-14,33
2013-05-15,34
2013-05-16,29
2013-05-17,31
2013-05-18,30
2013-05-19,33
2013-05-20,31
2013-05-21,32
2013-05-22,35
2013-05-23,34
2013-05-24,36
2013-05-25,41
2013-05-26,39
2013-05-27,38
2013-05-28,36
2013-05-29,39
2013-05-30,40
2013-05-31,37
2013-06-01,45
2013-06-02,44
2013-06-03,34
2013-06-04,41
2013-06-05,48
2013-06-06,39
2013-06-07,46
2013-06-08,49
2013-06-09,51
2013-06-10,34
2013-06-11,50
2013-06-12,57
2013-06-13,58
2013-06-14,61
2013-06-15,66
2013-06-16,65
2013-06-17,54
2013-06-18,64
2013-06-19,61
2013-06-20,60
2013-06-21,70
2013-06-22,75
2013-06-23,76
2013-06-24,50
2013-06-25,67
2013-06-26,62
2013-06-27,61
2013-06-28,62
2013-06-29,63
2013-06-30,57
2013-07-01,56
2013-07-02,57
2013-07-03,57
2013-07-04,42
2013-07-05,45
2013-07-06,50
2013-07-07,43
2013-07-08,43
2013-07-09,47
2013-07-10,48
2013-07-11,43
2013-07-12,46
2013-07-13,45
2013-07-14,45
2013-07-15,38
2013-07-16,40
2013-07-17,38
2013-07-18,44
2013-07-19,32
2013-07-20,37
2013-07-21,34
2013-07-22,35
2013-07-23,35
2013-07-24,39
2013-07-25,38
2013-07-26,35
2013-07-27,41
2013-07-28,39
2013-07-29,39
2013-07-30,36
2013-07-31,40
2013-08-01,45
2013-08-02,46
2013-08-03,50
2013-08-04,46
2013-08-05,43
2013-08-06,44
2013-08-07,49
2013-08-08,49
2013-08-09,46
2013-08-10,47
2013-08-11,52
2013-08-12,43
2013-08-13,43
2013-08-14,48
2013-08-15,49
2013-08-16,45
2013-08-17,49
2013-08-18,62
2013-08-19,29
2013-08-20,59
2013-08-21,66
2013-08-22,68
2013-08-23,73
2013-08-24,83
2013-08-25,83
2013-08-26,77
2013-08-27,78
2013-08-28,80
2013-08-29,98
2013-08-30,101
2013-08-31,106
2013-09-01,94
2013-09-02,88
2013-09-03,82
2013-09-04,74
2013-09-05,73
2013-09-06,64
2013-09-07,66
2013-09-08,65
2013-09-09,45
2013-09-10,48
2013-09-11,46
2013-09-12,39
2013-09-13,41
2013-09-14,32
2013-09-15,38
2013-09-16,29
2013-09-17,40
2013-09-18,39
2013-09-19,38
2013-09-20,44
2013-09-21,48
2013-09-22,46
2013-09-23,38
2013-09-24,42
2013-09-25,45
2013-09-26,42
2013-09-27,40
2013-09-28,41
2013-09-29,38
2013-09-30,37
2013-10-01,37
2013-10-02,38
2013-10-03,36
2013-10-04,31
2013-10-05,35
2013-10-06,33
2013-10-07,29
2013-10-08,34
2013-10-09,32
2013-10-10,37
2013-10-11,33
2013-10-12,38
2013-10-13,32
2013-10-14,32
2013-10-15,33
2013-10-16,33
2013-10-17,30
2013-10-18,34
2013-10-19,30
2013-10-20,28
2013-10-21,30
2013-10-22,31
2013-10-23,30
2013-10-24,31
2013-10-25,25
2013-10-26,34
2013-10-27,30
2013-10-28,24
2013-10-29,30
2013-10-30,28
2013-10-31,29
2013-11-01,29
2013-11-02,29
2013-11-03,31
2013-11-04,26
2013-11-05,33
2013-11-06,32
2013-11-07,34
2013-11-08,37
2013-11-09,37
2013-11-10,39
2013-11-11,30
2013-11-12,36
2013-11-13,41
2013-11-14,35
2013-11-15,35
2013-11-16,39
2013-11-17,38
2013-11-18,29
2013-11-19,37
2013-11-20,35
2013-11-21,33
2013-11-22,32
2013-11-23,34
2013-11-24,32
2013-11-25,29
2013-11-26,34
2013-11-27,26
2013-11-28,32
2013-11-29,31
2013-11-30,22
2013-12-01,31
2013-12-02,25
2013-12-03,29
2013-12-04,30
2013-12-05,30
2013-12-06,30
2013-12-07,31
2013-12-08,32
2013-12-09,24
2013-12-10,33
2013-12-11,33
2013-12-12,32
2013-12-13,33
2013-12-14,35
2013-12-15,37
2013-12-16,32
2013-12-17,36
2013-12-18,37
2013-12-19,32
2013-12-20,35
2013-12-21,36
2013-12-22,39
2013-12-23,32
2013-12-24,35
2013-12-25,38
2013-12-26,36
2013-12-27,35
2013-12-28,40
2013-12-29,34
2013-12-30,37
2013-12-31,36
2014-01-01,37
2014-01-02,31
2014-01-03,35
2014-01-04,40
2014-01-05,38
2014-01-06,30
2014-01-07,33
2014-01-08,35
2014-01-09,31
2014-01-10,32
2014-01-11,30
2014-01-12,31
2014-01-13,26
2014-01-14,25
2014-01-15,28
2014-01-16,26
2014-01-17,27
2014-01-18,27
2014-01-19,26
2014-01-20,26
2014-01-21,33
2014-01-22,31
2014-01-23,33
2014-01-24,33
2014-01-25,42
2014-01-26,39
2014-01-27,34
2014-01-28,41
2014-01-29,42
2014-01-30,44
2014-01-31,41
2014-02-01,48
