Date,Hyatt Hotels
2010-05-09,69
2010-05-10,73
2010-05-11,76
2010-05-12,79
2010-05-13,82
2010-05-14,85
2010-05-15,89
2010-05-16,89
2010-05-17,89
2010-05-18,89
2010-05-19,89
2010-05-20,89
2010-05-21,89
2010-05-22,89
2010-05-23,88
2010-05-24,86
2010-05-25,84
2010-05-26,83
2010-05-27,81
2010-05-28,80
2010-05-29,79
2010-05-30,76
2010-05-31,73
2010-06-01,70
2010-06-02,67
2010-06-03,64
2010-06-04,61
2010-06-05,59
2010-06-06,59
2010-06-07,59
2010-06-08,59
2010-06-09,60
2010-06-10,60
2010-06-11,61
2010-06-12,61
2010-06-13,60
2010-06-14,59
2010-06-15,58
2010-06-16,57
2010-06-17,55
2010-06-18,54
2010-06-19,53
2010-06-20,57
2010-06-21,62
2010-06-22,66
2010-06-23,70
2010-06-24,73
2010-06-25,77
2010-06-26,81
2010-06-27,79
2010-06-28,75
2010-06-29,72
2010-06-30,70
2010-07-01,67
2010-07-02,65
2010-07-03,62
2010-07-04,64
2010-07-05,66
2010-07-06,68
2010-07-07,70
2010-07-08,72
2010-07-09,74
2010-07-10,76
2010-07-11,78
2010-07-12,81
2010-07-13,84
2010-07-14,86
2010-07-15,88
2010-07-16,90
2010-07-17,92
2010-07-18,89
2010-07-19,85
2010-07-20,81
2010-07-21,78
2010-07-22,74
2010-07-23,71
2010-07-24,67
2010-07-25,66
2010-08-01,58
2010-08-02,60
2010-08-03,63
2010-08-04,65
2010-08-05,68
2010-08-06,70
2010-08-07,73
2010-08-08,75
2010-08-09,79
2010-08-10,81
2010-08-11,84
2010-08-12,87
2010-08-13,90
2010-08-14,93
2010-08-15,89
2010-08-16,84
2010-08-17,80
2010-08-18,75
2010-08-19,71
2010-08-20,67
2010-08-21,62
2010-08-22,64
2010-08-23,65
2010-08-24,66
2010-08-25,67
2010-08-26,68
2010-08-27,69
2010-08-28,70
2010-08-29,74
2010-08-30,78
2010-08-31,81
2010-09-01,85
2010-09-02,88
2010-09-03,92
2010-09-04,95
2010-09-05,93
2010-09-06,89
2010-09-07,86
2010-09-08,83
2010-09-09,81
2010-09-10,78
2010-09-11,75
2010-09-12,76
2010-09-13,76
2010-09-14,76
2010-09-15,77
2010-09-16,77
2010-09-17,78
2010-09-18,78
2010-09-19,77
2010-09-20,77
2010-09-21,76
2010-09-22,74
2010-09-23,73
2010-09-24,72
2010-09-25,71
2010-09-26,72
2010-09-27,72
2010-09-28,73
2010-09-29,74
2010-09-30,75
2010-10-01,76
2010-10-02,77
2010-10-03,79
2010-10-04,83
2010-10-05,86
2010-10-06,88
2010-10-07,91
2010-10-08,93
2010-10-09,96
2010-10-10,95
2010-10-11,93
2010-10-12,92
2010-10-13,91
2010-10-14,90
2010-10-15,88
2010-10-16,87
2010-10-17,87
2010-10-18,87
2010-10-19,87
2010-10-20,87
2010-10-21,87
2010-10-22,87
2010-10-23,87
2010-10-24,85
2010-10-25,84
2010-10-26,83
2010-10-27,81
2010-10-28,80
2010-10-29,78
2010-10-30,77
2010-10-31,73
2010-11-07,52
2010-11-08,54
2010-11-09,57
2010-11-10,59
2010-11-11,62
2010-11-12,64
2010-11-13,67
2010-11-14,68
2010-11-15,68
2010-11-16,69
2010-11-17,70
2010-11-18,71
2010-11-19,72
2010-11-20,73
2010-11-21,73
2010-11-22,73
2010-11-23,73
2010-11-24,73
2010-11-25,72
2010-11-26,72
2010-11-27,72
2010-11-28,69
2010-11-29,64
2010-11-30,61
2010-12-01,58
2010-12-02,54
2010-12-03,51
2010-12-04,48
2010-12-05,55
2010-12-06,64
2010-12-07,71
2010-12-08,78
2010-12-09,86
2010-12-10,93
2010-12-11,101
2010-12-12,95
2010-12-13,89
2010-12-14,83
2010-12-15,77
2010-12-16,71
2010-12-17,66
2010-12-18,60
2010-12-19,59
2010-12-20,56
2010-12-21,55
2010-12-22,54
2010-12-23,53
2010-12-24,52
2010-12-25,51
2010-12-26,54
2010-12-27,58
2010-12-28,61
2010-12-29,65
2010-12-30,68
2010-12-31,71
2011-01-01,75
2011-01-02,74
2011-01-03,73
2011-01-04,73
2011-01-05,72
2011-01-06,71
2011-01-07,71
2011-01-08,70
2011-01-09,70
2011-01-10,71
2011-01-11,71
2011-01-12,72
2011-01-13,72
2011-01-14,73
2011-01-15,73
2011-01-16,73
2011-01-17,73
2011-01-18,72
2011-01-19,72
2011-01-20,72
2011-01-21,72
2011-01-22,71
2011-01-23,72
2011-01-24,72
2011-01-25,73
2011-01-26,73
2011-01-27,73
2011-01-28,73
2011-01-29,74
2011-01-30,75
