Date,HomeAway
2011-08-03,74
2011-08-04,68
2011-08-05,62
2011-08-06,57
2011-08-07,60
2011-08-08,66
2011-08-09,70
2011-08-10,74
2011-08-11,77
2011-08-12,81
2011-08-13,85
2011-08-14,81
2011-08-15,75
2011-08-16,70
2011-08-17,66
2011-08-18,62
2011-08-19,58
2011-08-20,53
2011-08-21,52
2011-08-22,53
2011-08-23,52
2011-08-24,51
2011-08-25,50
2011-08-26,50
2011-08-27,50
2011-08-28,43
2011-09-04,32
2011-09-05,41
2011-09-06,29
2011-09-07,32
2011-09-08,34
2011-09-09,36
2011-09-10,37
2011-09-11,38
2011-09-12,40
2011-09-13,41
2011-09-14,41
2011-09-15,42
2011-09-16,43
2011-09-17,43
2011-09-18,42
2011-09-19,40
2011-09-20,39
2011-09-21,37
2011-09-22,36
2011-09-23,34
2011-09-24,32
2011-09-25,35
2011-09-26,37
2011-09-27,40
2011-09-28,42
2011-09-29,45
2011-09-30,47
2011-10-01,50
2011-10-02,49
2011-10-03,47
2011-10-04,46
2011-10-05,45
2011-10-06,44
2011-10-07,43
2011-10-08,42
2011-10-09,41
2011-10-10,39
2011-10-11,38
2011-10-12,36
2011-10-13,34
2011-10-14,33
2011-10-15,31
2011-10-16,35
2011-10-17,40
2011-10-18,44
2011-10-19,48
2011-10-20,52
2011-10-21,56
2011-10-22,61
2011-10-23,59
2011-10-24,57
2011-10-25,55
2011-10-26,54
2011-10-27,53
2011-10-28,52
2011-10-29,50
2011-10-30,49
2011-10-31,48
2011-11-01,47
2011-11-02,46
2011-11-03,45
2011-11-04,44
2011-11-05,43
2011-11-06,42
2011-11-07,41
2011-11-08,40
2011-11-09,39
2011-11-10,38
2011-11-11,37
2011-11-12,36
2011-11-13,37
2011-11-14,38
2011-11-15,39
2011-11-16,39
2011-11-17,40
2011-11-18,41
2011-11-19,43
2011-11-20,37
2011-11-21,35
2011-11-22,33
2011-11-23,31
2011-11-24,29
2011-11-25,27
2011-11-26,26
2011-11-27,26
2011-12-04,26
2011-12-05,25
2011-12-06,25
2011-12-07,25
2011-12-08,25
2011-12-09,25
2011-12-10,25
2011-12-11,26
2011-12-12,26
2011-12-13,27
2011-12-14,27
2011-12-15,27
2011-12-16,28
2011-12-17,28
2011-12-18,31
2011-12-19,34
2011-12-20,36
2011-12-21,39
2011-12-22,41
2011-12-23,44
2011-12-24,46
2011-12-25,44
2011-12-26,42
2011-12-27,40
2011-12-28,39
2011-12-29,37
2011-12-30,35
2011-12-31,34
2012-01-01,33
2012-01-02,32
2012-01-03,31
2012-01-04,31
2012-01-05,31
2012-01-06,30
2012-01-07,30
2012-01-08,34
2012-01-09,39
2012-01-10,44
2012-01-11,48
2012-01-12,52
2012-01-13,57
2012-01-14,61
2012-01-15,61
2012-01-16,60
2012-01-17,60
2012-01-18,59
2012-01-19,59
2012-01-20,58
2012-01-21,57
2012-01-22,58
2012-01-23,60
2012-01-24,61
2012-01-25,61
2012-01-26,62
2012-01-27,63
2012-01-28,64
2012-01-29,65
2012-01-30,66
2012-01-31,67
2012-02-01,68
2012-02-02,69
2012-02-03,69
2012-02-04,70
2012-02-05,68
2012-02-06,65
2012-02-07,63
2012-02-08,61
2012-02-09,59
2012-02-10,57
2012-02-11,55
2012-02-12,55
2012-02-13,54
2012-02-14,54
2012-02-15,54
2012-02-16,54
2012-02-17,54
2012-02-18,54
2012-02-19,53
2012-02-20,52
2012-02-21,51
2012-02-22,50
2012-02-23,49
2012-02-24,48
2012-02-25,47
2012-02-26,48
2012-03-04,51
2012-03-05,51
2012-03-06,51
2012-03-07,51
2012-03-08,51
2012-03-09,51
2012-03-10,51
2012-03-11,51
2012-03-12,49
2012-03-13,49
2012-03-14,48
2012-03-15,48
2012-03-16,47
2012-03-17,46
2012-03-18,43
2012-03-19,40
2012-03-20,37
2012-03-21,34
2012-03-22,31
2012-03-23,28
2012-03-24,25
2012-03-25,27
2012-03-26,28
2012-03-27,29
2012-03-28,30
2012-03-29,31
2012-03-30,32
2012-03-31,34
2012-04-01,33
2012-04-02,31
2012-04-03,30
2012-04-04,29
2012-04-05,28
2012-04-06,27
2012-04-07,26
2012-04-08,30
2012-04-09,35
2012-04-10,39
2012-04-11,43
2012-04-12,48
2012-04-13,52
2012-04-14,56
2012-04-15,55
2012-04-16,55
2012-04-17,54
2012-04-18,53
2012-04-19,53
2012-04-20,52
2012-04-21,51
2012-04-22,49
2012-04-23,46
2012-04-24,45
2012-04-25,43
2012-04-26,42
2012-04-27,41
2012-04-28,39
2012-04-29,39
2012-04-30,39
2012-05-01,39
2012-05-02,39
2012-05-03,38
2012-05-04,38
2012-05-05,38
2012-05-06,39
2012-05-07,40
2012-05-08,42
2012-05-09,43
2012-05-10,44
2012-05-11,45
2012-05-12,46
2012-05-13,47
2012-05-14,49
2012-05-15,50
2012-05-16,51
2012-05-17,52
2012-05-18,53
2012-05-19,54
2012-05-20,53
2012-05-21,51
2012-05-22,50
2012-05-23,49
2012-05-24,48
2012-05-25,47
2012-05-26,45
2012-05-27,46
2012-06-03,54
2012-06-04,56
2012-06-05,58
2012-06-06,60
2012-06-07,62
2012-06-08,64
2012-06-09,67
2012-06-10,62
2012-06-11,57
2012-06-12,53
2012-06-13,49
2012-06-14,44
2012-06-15,40
2012-06-16,36
2012-06-17,37
2012-06-18,39
2012-06-19,40
2012-06-20,41
2012-06-21,42
2012-06-22,43
2012-06-23,44
2012-06-24,45
2012-06-25,45
2012-06-26,46
2012-06-27,47
2012-06-28,47
2012-06-29,48
2012-06-30,48
2012-07-01,50
2012-07-02,51
2012-07-03,52
2012-07-04,54
2012-07-05,55
2012-07-06,56
2012-07-07,58
2012-07-08,57
2012-07-09,56
2012-07-10,55
2012-07-11,54
2012-07-12,53
2012-07-13,53
2012-07-14,52
2012-07-15,53
2012-07-16,55
2012-07-17,56
2012-07-18,58
2012-07-19,60
2012-07-20,61
2012-07-21,63
2012-07-22,60
2012-07-23,57
2012-07-24,54
2012-07-25,52
2012-07-26,50
2012-07-27,47
2012-07-28,45
2012-07-29,48
2012-07-30,52
2012-07-31,55
2012-08-01,58
2012-08-02,61
2012-08-03,64
2012-08-04,67
2012-08-05,65
2012-08-06,63
2012-08-07,62
2012-08-08,60
2012-08-09,58
2012-08-10,57
2012-08-11,55
2012-08-12,54
2012-08-13,51
2012-08-14,50
2012-08-15,49
2012-08-16,48
2012-08-17,46
2012-08-18,45
2012-08-19,49
2012-08-20,53
2012-08-21,57
2012-08-22,61
2012-08-23,64
2012-08-24,68
2012-08-25,72
2012-08-26,66
