Date,Turner Investments
2008-08-14,0
2008-08-15,0
2008-08-16,0
2008-08-17,0
2008-08-18,0
2008-08-19,0
2008-08-20,0
2008-08-21,0
2008-08-22,0
2008-08-23,0
2008-08-24,0
2008-08-25,0
2008-08-26,0
2008-08-27,0
2008-08-28,0
2008-08-29,0
2008-08-30,0
2008-08-31,0
2008-09-01,0
2008-09-02,0
2008-09-03,0
2008-09-04,0
2008-09-05,0
2008-09-06,0
2008-09-07,0
2008-09-08,0
2008-09-09,0
2008-09-10,0
2008-09-11,0
2008-09-12,0
2008-09-13,0
2008-09-14,0
2008-09-15,0
2008-09-16,0
2008-09-17,0
2008-09-18,0
2008-09-19,0
2008-09-20,0
2008-09-21,0
2008-09-22,0
2008-09-23,0
2008-09-24,0
2008-09-25,0
2008-09-26,0
2008-09-27,0
2008-09-28,0
2008-09-29,0
2008-09-30,0
2008-10-01,0
2008-10-02,0
2008-10-03,0
2008-10-04,0
2008-10-05,0
2008-10-06,0
2008-10-07,0
2008-10-08,0
2008-10-09,0
2008-10-10,0
2008-10-11,0
2008-10-12,0
2008-10-13,0
2008-10-14,0
2008-10-15,0
2008-10-16,0
2008-10-17,0
2008-10-18,0
2008-10-19,0
2008-10-20,0
2008-10-21,0
2008-10-22,0
2008-10-23,0
2008-10-24,0
2008-10-25,0
2008-10-26,0
2008-10-27,0
2008-10-28,0
2008-10-29,0
2008-10-30,0
2008-10-31,0
2008-11-01,0
2008-11-02,0
2008-11-03,0
2008-11-04,0
2008-11-05,0
2008-11-06,0
2008-11-07,0
2008-11-08,0
2008-11-09,0
2008-11-10,0
2008-11-11,0
2008-11-12,0
2008-11-13,0
2008-11-14,0
2008-11-15,0
2008-11-16,0
2008-11-17,0
2008-11-18,0
2008-11-19,0
2008-11-20,0
2008-11-21,0
2008-11-22,0
2008-11-23,0
2008-11-24,0
2008-11-25,0
2008-11-26,0
2008-11-27,0
2008-11-28,0
2008-11-29,0
2008-11-30,0
2008-12-01,0
2008-12-02,0
2008-12-03,0
2008-12-04,0
2008-12-05,0
2008-12-06,0
2008-12-07,0
2008-12-08,0
2008-12-09,0
2008-12-10,0
2008-12-11,0
2008-12-12,0
2008-12-13,0
2008-12-14,0
2008-12-15,0
2008-12-16,0
2008-12-17,0
2008-12-18,0
2008-12-19,0
2008-12-20,0
2008-12-21,0
2008-12-22,0
2008-12-23,0
2008-12-24,0
2008-12-25,0
2008-12-26,0
2008-12-27,0
2008-12-28,0
2008-12-29,0
2008-12-30,0
2008-12-31,0
2009-01-01,0
2009-01-02,0
2009-01-03,0
2009-01-04,0
2009-01-05,0
2009-01-06,0
2009-01-07,0
2009-01-08,0
2009-01-09,0
2009-01-10,0
2009-01-11,0
2009-01-12,0
2009-01-13,0
2009-01-14,0
2009-01-15,0
2009-01-16,0
2009-01-17,0
2009-01-18,0
2009-01-19,0
2009-01-20,0
2009-01-21,0
2009-01-22,0
2009-01-23,0
2009-01-24,0
2009-01-25,0
2009-01-26,0
2009-01-27,0
2009-01-28,0
2009-01-29,0
2009-01-30,0
2009-01-31,0
2009-02-01,0
2009-02-02,0
2009-02-03,0
2009-02-04,0
2009-02-05,0
2009-02-06,0
2009-02-07,0
2009-02-08,0
2009-02-09,0
2009-02-10,0
2009-02-11,0
2009-02-12,0
2009-02-13,0
2009-02-14,0
2009-02-15,0
2009-02-16,0
2009-02-17,0
2009-02-18,0
2009-02-19,0
2009-02-20,0
2009-02-21,0
2009-02-22,0
2009-02-23,0
2009-02-24,0
2009-02-25,0
2009-02-26,0
2009-02-27,0
2009-02-28,0
2009-03-01,0
2009-03-02,0
2009-03-03,0
2009-03-04,0
2009-03-05,0
2009-03-06,0
2009-03-07,0
2009-03-08,0
2009-03-09,0
2009-03-10,0
2009-03-11,0
2009-03-12,0
2009-03-13,0
2009-03-14,0
2009-03-15,0
2009-03-16,0
2009-03-17,0
2009-03-18,0
2009-03-19,0
2009-03-20,0
2009-03-21,0
2009-03-22,0
2009-03-23,0
2009-03-24,0
2009-03-25,0
2009-03-26,0
2009-03-27,0
2009-03-28,0
2009-03-29,0
2009-03-30,0
2009-03-31,0
2009-04-01,0
2009-04-02,0
2009-04-03,0
2009-04-04,0
2009-04-05,0
2009-04-06,0
2009-04-07,0
2009-04-08,0
2009-04-09,0
2009-04-10,0
2009-04-11,0
2009-04-12,0
2009-04-13,0
2009-04-14,0
2009-04-15,0
2009-04-16,0
2009-04-17,0
2009-04-18,0
2009-04-19,0
2009-04-20,0
2009-04-21,0
2009-04-22,0
2009-04-23,0
2009-04-24,0
2009-04-25,0
2009-04-26,0
2009-04-27,0
2009-04-28,0
2009-04-29,0
2009-04-30,0
2009-05-01,0
2009-05-02,0
2009-05-03,0
2009-05-04,0
2009-05-05,0
2009-05-06,0
2009-05-07,0
2009-05-08,0
2009-05-09,0
2009-05-10,0
2009-05-11,0
2009-05-12,0
2009-05-13,0
2009-05-14,0
2009-05-15,0
2009-05-16,0
2009-05-17,0
2009-05-18,0
2009-05-19,0
2009-05-20,0
2009-05-21,0
2009-05-22,0
2009-05-23,0
2009-05-24,0
2009-05-25,0
2009-05-26,0
2009-05-27,0
2009-05-28,0
2009-05-29,0
2009-05-30,0
2009-05-31,0
2009-06-01,0
2009-06-02,0
2009-06-03,0
2009-06-04,0
2009-06-05,0
2009-06-06,0
2009-06-07,0
2009-06-08,0
2009-06-09,0
2009-06-10,0
2009-06-11,0
2009-06-12,0
2009-06-13,0
2009-06-14,0
2009-06-15,0
2009-06-16,0
2009-06-17,0
2009-06-18,0
2009-06-19,0
2009-06-20,0
2009-06-21,0
2009-06-22,0
2009-06-23,0
2009-06-24,0
2009-06-25,0
2009-06-26,0
2009-06-27,0
2009-06-28,0
2009-06-29,0
2009-06-30,0
2009-07-01,0
2009-07-02,3
2009-07-03,6
2009-07-04,9
2009-07-05,12
2009-07-06,15
2009-07-07,18
2009-07-08,22
2009-07-09,25
2009-07-10,28
2009-07-11,31
2009-07-12,34
2009-07-13,37
2009-07-14,41
2009-07-15,44
2009-07-16,47
2009-07-17,50
2009-07-18,53
2009-07-19,56
2009-07-20,60
2009-07-21,63
2009-07-22,66
2009-07-23,69
2009-07-24,72
2009-07-25,75
2009-07-26,79
2009-07-27,82
2009-07-28,85
2009-07-29,88
2009-07-30,91
2009-07-31,94
2009-08-01,98
2009-08-02,98
2009-08-03,98
2009-08-04,98
2009-08-05,98
2009-08-06,98
2009-08-07,98
2009-08-08,98
2009-08-09,98
2009-08-10,98
2009-08-11,98
2009-08-12,98
2009-08-13,98
2009-08-14,98
2009-08-15,98
2009-08-16,98
2009-08-17,98
2009-08-18,98
2009-08-19,98
2009-08-20,98
2009-08-21,98
2009-08-22,98
2009-08-23,98
2009-08-24,98
2009-08-25,98
2009-08-26,98
2009-08-27,98
2009-08-28,98
2009-08-29,98
2009-08-30,98
2009-08-31,98
2009-09-01,99
2009-09-02,99
2009-09-03,99
2009-09-04,99
2009-09-05,99
2009-09-06,99
2009-09-07,99
2009-09-08,99
2009-09-09,99
2009-09-10,99
2009-09-11,99
2009-09-12,99
2009-09-13,99
2009-09-14,99
2009-09-15,99
2009-09-16,99
2009-09-17,99
2009-09-18,99
2009-09-19,99
2009-09-20,99
2009-09-21,99
2009-09-22,99
2009-09-23,99
2009-09-24,99
2009-09-25,99
2009-09-26,99
2009-09-27,99
2009-09-28,99
2009-09-29,99
2009-09-30,99
2009-10-01,99
2009-10-02,99
2009-10-03,99
2009-10-04,99
2009-10-05,99
2009-10-06,99
2009-10-07,99
2009-10-08,99
2009-10-09,99
2009-10-10,99
2009-10-11,99
2009-10-12,99
2009-10-13,99
2009-10-14,99
2009-10-15,99
2009-10-16,99
2009-10-17,99
2009-10-18,99
2009-10-19,99
2009-10-20,99
2009-10-21,99
2009-10-22,99
2009-10-23,99
2009-10-24,99
2009-10-25,99
2009-10-26,99
2009-10-27,99
2009-10-28,99
2009-10-29,99
2009-10-30,99
2009-10-31,99
2009-11-01,99
2009-11-02,99
2009-11-03,99
2009-11-04,99
2009-11-05,99
2009-11-06,99
2009-11-07,99
2009-11-08,99
2009-11-09,99
2009-11-10,99
2009-11-11,99
2009-11-12,99
2009-11-13,99
2009-11-14,99
2009-11-15,99
2009-11-16,99
2009-11-17,99
2009-11-18,99
2009-11-19,99
2009-11-20,99
2009-11-21,99
2009-11-22,99
2009-11-23,99
2009-11-24,99
2009-11-25,99
2009-11-26,99
2009-11-27,99
2009-11-28,99
2009-11-29,99
2009-11-30,99
2009-12-01,100
2009-12-02,100
2009-12-03,100
2009-12-04,100
2009-12-05,100
2009-12-06,100
2009-12-07,100
2009-12-08,100
2009-12-09,100
2009-12-10,100
2009-12-11,100
2009-12-12,100
2009-12-13,100
2009-12-14,100
2009-12-15,100
2009-12-16,100
2009-12-17,100
2009-12-18,100
2009-12-19,100
2009-12-20,100
2009-12-21,100
2009-12-22,100
2009-12-23,100
2009-12-24,100
2009-12-25,100
2009-12-26,100
2009-12-27,100
2009-12-28,100
2009-12-29,100
2009-12-30,100
2009-12-31,100
2010-01-01,100
2010-01-02,96
2010-01-03,93
2010-01-04,90
2010-01-05,87
2010-01-06,83
2010-01-07,80
2010-01-08,77
2010-01-09,74
2010-01-10,70
2010-01-11,67
2010-01-12,64
2010-01-13,61
2010-01-14,58
2010-01-15,54
2010-01-16,51
2010-01-17,48
2010-01-18,45
2010-01-19,41
2010-01-20,38
2010-01-21,35
2010-01-22,32
2010-01-23,29
2010-01-24,25
2010-01-25,22
2010-01-26,19
2010-01-27,16
2010-01-28,12
2010-01-29,9
2010-01-30,6
2010-01-31,3
2010-02-01,0
2010-02-02,0
2010-02-03,0
2010-02-04,0
2010-02-05,0
2010-02-06,0
2010-02-07,0
2010-02-08,0
2010-02-09,0
2010-02-10,0
2010-02-11,0
2010-02-12,0
2010-02-13,0
2010-02-14,0
2010-02-15,0
2010-02-16,0
2010-02-17,0
2010-02-18,0
2010-02-19,0
2010-02-20,0
2010-02-21,0
2010-02-22,0
2010-02-23,0
2010-02-24,0
2010-02-25,0
2010-02-26,0
2010-02-27,0
2010-02-28,0
2010-03-01,0
2010-03-02,0
2010-03-03,0
2010-03-04,0
2010-03-05,0
2010-03-06,0
2010-03-07,0
2010-03-08,0
2010-03-09,0
2010-03-10,0
2010-03-11,0
2010-03-12,0
2010-03-13,0
2010-03-14,0
2010-03-15,0
2010-03-16,0
2010-03-17,0
2010-03-18,0
2010-03-19,0
2010-03-20,0
2010-03-21,0
2010-03-22,0
2010-03-23,0
2010-03-24,0
2010-03-25,0
2010-03-26,0
2010-03-27,0
2010-03-28,0
2010-03-29,0
2010-03-30,0
2010-03-31,0
