Date,Workday Inc
2012-06-12,12
2012-06-13,12
2012-06-14,12
2012-06-15,12
2012-06-16,13
2012-06-17,13
2012-06-18,13
2012-06-19,13
2012-06-20,13
2012-06-21,13
2012-06-22,13
2012-06-23,13
2012-06-24,14
2012-06-25,14
2012-06-26,14
2012-06-27,14
2012-06-28,14
2012-06-29,14
2012-06-30,14
2012-07-01,15
2012-07-02,15
2012-07-03,15
2012-07-04,15
2012-07-05,15
2012-07-06,15
2012-07-07,15
2012-07-08,16
2012-07-09,16
2012-07-10,16
2012-07-11,16
2012-07-12,16
2012-07-13,16
2012-07-14,17
2012-07-15,17
2012-07-16,17
2012-07-17,17
2012-07-18,17
2012-07-19,17
2012-07-20,18
2012-07-21,18
2012-07-22,18
2012-07-23,18
2012-07-24,18
2012-07-25,18
2012-07-26,19
2012-07-27,19
2012-07-28,19
2012-07-29,19
2012-07-30,19
2012-07-31,19
2012-08-05,20
2012-08-06,20
2012-08-07,20
2012-08-08,21
2012-08-09,21
2012-08-10,21
2012-08-11,21
2012-08-12,21
2012-08-13,21
2012-08-14,22
2012-08-15,22
2012-08-16,22
2012-08-17,22
2012-08-18,22
2012-08-19,22
2012-08-20,23
2012-08-21,23
2012-08-22,23
2012-08-23,23
2012-08-24,23
2012-08-25,23
2012-08-26,24
2012-08-27,24
2012-08-28,24
2012-08-29,24
2012-08-30,24
2012-08-31,24
2012-09-01,25
2012-09-02,27
2012-09-03,30
2012-09-04,32
2012-09-05,35
2012-09-06,37
2012-09-07,40
2012-09-08,42
2012-09-09,45
2012-09-10,47
2012-09-11,50
2012-09-12,52
2012-09-13,55
2012-09-14,57
2012-09-15,60
2012-09-16,62
2012-09-17,65
2012-09-18,67
2012-09-19,70
2012-09-20,72
2012-09-21,75
2012-09-22,77
2012-09-23,80
2012-09-24,100
2012-09-25,85
2012-09-26,87
2012-09-27,90
2012-09-28,92
2012-09-29,95
2012-09-30,97
2012-10-01,100
2012-10-02,97
2012-10-03,95
2012-10-04,93
2012-10-05,91
2012-10-06,89
2012-10-07,87
2012-10-08,85
2012-10-09,83
2012-10-10,81
2012-10-11,79
2012-10-12,77
2012-10-13,74
2012-10-14,72
2012-10-15,71
2012-10-16,68
2012-10-17,66
2012-10-18,64
2012-10-19,63
2012-10-20,61
2012-10-21,59
2012-10-22,56
2012-10-23,54
2012-10-24,52
2012-10-25,50
2012-10-26,48
2012-10-27,47
2012-10-28,41
2012-11-01,33
2012-11-02,32
2012-11-03,32
2012-11-04,31
2012-11-05,31
2012-11-06,30
2012-11-07,30
2012-11-08,29
2012-11-09,29
2012-11-10,28
2012-11-11,28
2012-11-12,27
2012-11-13,27
2012-11-14,26
2012-11-15,26
2012-11-16,25
2012-11-17,25
2012-11-18,24
2012-11-19,24
2012-11-20,23
2012-11-21,23
2012-11-22,22
2012-11-23,22
2012-11-24,21
2012-11-25,21
2012-11-26,20
2012-11-27,20
2012-11-28,19
2012-11-29,19
2012-11-30,18
2012-12-01,18
2012-12-02,18
2012-12-03,18
2012-12-04,18
2012-12-05,18
2012-12-06,18
2012-12-07,18
2012-12-08,19
2012-12-09,19
2012-12-10,19
2012-12-11,19
2012-12-12,19
2012-12-13,19
2012-12-14,20
2012-12-15,20
2012-12-16,20
2012-12-17,20
2012-12-18,20
2012-12-19,20
2012-12-20,21
2012-12-21,21
2012-12-22,21
2012-12-23,21
2012-12-24,21
2012-12-25,21
2012-12-26,22
2012-12-27,22
2012-12-28,22
2012-12-29,22
2012-12-30,22
2012-12-31,22
2013-01-01,23
2013-01-02,22
2013-01-03,22
2013-01-04,22
2013-01-05,22
2013-01-06,22
2013-01-07,22
2013-01-08,22
2013-01-09,22
2013-01-10,22
2013-01-11,22
2013-01-12,22
2013-01-13,22
2013-01-14,22
2013-01-15,22
2013-01-16,22
2013-01-17,22
2013-01-18,22
2013-01-19,22
2013-01-20,22
2013-01-21,22
2013-01-22,22
2013-01-23,22
2013-01-24,22
2013-01-25,22
2013-01-26,22
2013-01-27,22
2013-01-28,22
2013-01-29,22
2013-01-30,22
2013-01-31,22
2013-02-01,22
2013-02-02,22
2013-02-03,22
2013-02-04,22
2013-02-05,22
2013-02-06,22
2013-02-07,22
2013-02-08,22
2013-02-09,22
2013-02-10,22
2013-02-11,22
2013-02-12,22
2013-02-13,22
2013-02-14,22
2013-02-15,23
2013-02-16,23
2013-02-17,23
2013-02-18,23
2013-02-19,23
2013-02-20,23
2013-02-21,23
2013-02-22,23
2013-02-23,23
2013-02-24,23
2013-02-25,23
2013-02-26,23
2013-02-27,23
2013-02-28,23
2013-03-01,24
2013-03-02,24
2013-03-03,24
2013-03-04,24
2013-03-05,24
2013-03-06,24
2013-03-07,24
2013-03-08,24
2013-03-09,24
2013-03-10,24
2013-03-11,24
2013-03-12,24
2013-03-13,24
2013-03-14,24
2013-03-15,24
2013-03-16,24
2013-03-17,24
2013-03-18,24
2013-03-19,24
2013-03-20,24
2013-03-21,24
2013-03-22,24
2013-03-23,24
2013-03-24,24
2013-03-25,24
2013-03-26,24
2013-03-27,24
2013-03-28,24
2013-03-29,24
2013-03-30,24
2013-03-31,24
2013-04-01,24
2013-04-02,24
2013-04-03,24
2013-04-04,24
2013-04-05,24
2013-04-06,24
2013-04-07,24
2013-04-08,24
2013-04-09,24
2013-04-10,24
2013-04-11,25
2013-04-12,25
2013-04-13,25
2013-04-14,25
2013-04-15,25
2013-04-16,25
2013-04-17,25
2013-04-18,25
2013-04-19,25
2013-04-20,25
2013-04-21,26
2013-04-22,26
2013-04-23,26
2013-04-24,26
2013-04-25,26
2013-04-26,26
2013-04-27,26
2013-04-28,26
2013-04-29,26
2013-04-30,26
2013-05-01,27
2013-05-02,26
2013-05-03,26
2013-05-04,25
2013-05-05,25
2013-05-06,24
2013-05-07,24
2013-05-08,24
2013-05-09,23
2013-05-10,23
2013-05-11,22
2013-05-12,22
2013-05-13,21
2013-05-14,21
2013-05-15,21
2013-05-16,20
2013-05-17,20
2013-05-18,19
2013-05-19,19
2013-05-20,19
2013-05-21,18
2013-05-22,18
2013-05-23,17
2013-05-24,17
2013-05-25,16
2013-05-26,16
2013-05-27,16
2013-05-28,15
2013-05-29,15
2013-05-30,14
2013-05-31,14
2013-06-01,14
2013-06-02,14
2013-06-03,14
2013-06-04,15
2013-06-05,15
2013-06-06,15
2013-06-07,16
2013-06-08,16
2013-06-09,16
2013-06-10,17
2013-06-11,17
2013-06-12,18
2013-06-13,18
2013-06-14,18
2013-06-15,19
2013-06-16,19
2013-06-17,19
2013-06-18,20
2013-06-19,20
2013-06-20,20
2013-06-21,21
2013-06-22,21
2013-06-23,22
2013-06-24,22
2013-06-25,22
2013-06-26,23
2013-06-27,23
2013-06-28,23
2013-06-29,24
2013-06-30,24
2013-07-01,25
2013-07-02,25
2013-07-03,25
2013-07-04,25
2013-07-05,25
2013-07-06,25
2013-07-07,25
2013-07-08,25
2013-07-09,26
2013-07-10,26
2013-07-11,26
2013-07-12,26
2013-07-13,26
2013-07-14,26
2013-07-15,26
2013-07-16,26
2013-07-17,27
2013-07-18,27
2013-07-19,27
2013-07-20,27
2013-07-21,27
2013-07-22,27
2013-07-23,27
2013-07-24,27
2013-07-25,28
2013-07-26,28
2013-07-27,28
2013-07-28,28
2013-07-29,28
2013-07-30,28
2013-07-31,28
2013-08-04,28
2013-08-05,28
2013-08-06,28
2013-08-07,28
2013-08-08,28
2013-08-09,28
2013-08-10,28
2013-08-11,28
2013-08-12,27
2013-08-13,27
2013-08-14,27
2013-08-15,27
2013-08-16,27
2013-08-17,27
2013-08-18,27
2013-08-19,32
2013-08-20,27
2013-08-21,27
2013-08-22,26
2013-08-23,26
2013-08-24,26
2013-08-25,26
2013-08-26,26
2013-08-27,26
2013-08-28,26
2013-08-29,26
2013-08-30,26
2013-08-31,26
2013-09-01,26
2013-09-02,26
2013-09-03,26
2013-09-04,26
2013-09-05,26
2013-09-06,26
2013-09-07,27
2013-09-08,27
2013-09-09,27
2013-09-10,27
2013-09-11,27
2013-09-12,27
2013-09-13,28
2013-09-14,28
2013-09-15,28
2013-09-16,28
2013-09-17,28
2013-09-18,28
2013-09-19,29
2013-09-20,29
2013-09-21,29
2013-09-22,29
2013-09-23,29
2013-09-24,29
2013-09-25,30
2013-09-26,30
2013-09-27,30
2013-09-28,30
2013-09-29,30
2013-09-30,30
2013-10-01,31
2013-10-02,30
2013-10-03,30
2013-10-04,30
2013-10-05,30
2013-10-06,30
2013-10-07,30
2013-10-08,30
2013-10-09,30
2013-10-10,30
2013-10-11,30
2013-10-12,30
2013-10-13,30
2013-10-14,30
2013-10-15,30
2013-10-16,30
2013-10-17,30
2013-10-18,30
2013-10-19,30
2013-10-20,30
2013-10-21,31
2013-10-22,31
2013-10-23,31
2013-10-24,31
2013-10-25,32
2013-10-26,33
2013-10-27,30
2013-11-03,29
2013-11-04,29
2013-11-05,28
2013-11-06,28
2013-11-07,28
2013-11-08,27
2013-11-09,27
2013-11-10,27
2013-11-11,30
2013-11-12,26
2013-11-13,26
2013-11-14,25
2013-11-15,25
2013-11-16,25
2013-11-17,24
2013-11-18,24
2013-11-19,24
2013-11-20,23
2013-11-21,23
2013-11-22,23
2013-11-23,22
2013-11-24,22
2013-11-25,22
2013-11-26,22
2013-11-27,22
2013-11-28,22
2013-11-29,22
2013-11-30,22
2013-12-01,20
2013-12-02,20
2013-12-03,20
2013-12-04,21
2013-12-05,21
2013-12-06,21
2013-12-07,22
2013-12-08,22
2013-12-09,23
2013-12-10,23
2013-12-11,23
2013-12-12,24
2013-12-13,24
2013-12-14,25
2013-12-15,25
2013-12-16,25
2013-12-17,26
2013-12-18,26
2013-12-19,26
2013-12-20,27
2013-12-21,27
2013-12-22,28
2013-12-23,28
2013-12-24,28
2013-12-25,29
2013-12-26,29
2013-12-27,30
2013-12-28,30
2013-12-29,30
2013-12-30,31
2013-12-31,31
2014-01-01,32
