Date,FireEye
2013-11-06,0
2013-11-07,0
2013-11-08,0
2013-11-09,0
2013-11-10,0
2013-11-11,0
2013-11-12,0
2013-11-13,0
2013-11-14,0
2013-11-15,0
2013-11-16,0
2013-11-17,0
2013-11-18,0
2013-11-19,0
2013-11-20,0
2013-11-21,0
2013-11-22,0
2013-11-23,0
2013-11-24,0
2013-11-25,0
2013-11-26,0
2013-11-27,0
2013-11-28,0
2013-11-29,0
2013-11-30,0
2013-12-01,0
2013-12-02,0
2013-12-03,0
2013-12-04,0
2013-12-05,0
2013-12-06,0
2013-12-07,0
2013-12-08,0
2013-12-09,0
2013-12-10,0
2013-12-11,0
2013-12-12,0
2013-12-13,0
2013-12-14,0
2013-12-15,0
2013-12-16,0
2013-12-17,0
2013-12-18,0
2013-12-19,0
2013-12-20,0
2013-12-21,0
2013-12-22,0
2013-12-23,0
2013-12-24,0
2013-12-25,0
2013-12-26,0
2013-12-27,0
2013-12-28,0
2013-12-29,8
2013-12-30,16
2013-12-31,25
2014-01-01,33
2014-01-02,42
2014-01-03,50
2014-01-04,59
2014-01-05,60
2014-01-06,61
2014-01-07,62
2014-01-08,63
2014-01-09,64
2014-01-10,65
2014-01-11,66
2014-01-12,63
2014-01-13,60
2014-01-14,57
2014-01-15,54
2014-01-16,51
2014-01-17,48
2014-01-18,45
2014-01-19,44
2014-01-20,44
2014-01-21,44
2014-01-22,44
2014-01-23,44
2014-01-24,44
2014-01-25,44
2014-01-26,44
2014-01-27,45
2014-01-28,45
2014-01-29,46
2014-01-30,46
2014-01-31,47
2014-02-01,48
2014-02-02,48
2014-02-03,49
2014-02-04,49
2014-02-05,50
2014-02-06,50
2014-02-07,51
2014-02-08,52
2014-02-09,52
2014-02-10,53
2014-02-11,53
2014-02-12,54
2014-02-13,54
2014-02-14,55
2014-02-15,56
2014-02-16,48
2014-02-17,40
2014-02-18,32
2014-02-19,24
2014-02-20,16
2014-02-21,8
2014-02-22,0
2014-02-23,0
2014-02-24,0
2014-02-25,0
2014-02-26,0
2014-02-27,0
2014-02-28,0
