Date,Coty Inc
2013-03-26,23
2013-03-27,23
2013-03-28,23
2013-03-29,23
2013-03-30,23
2013-03-31,23
2013-04-01,24
2013-04-02,24
2013-04-03,24
2013-04-04,25
2013-04-05,25
2013-04-06,26
2013-04-07,26
2013-04-08,26
2013-04-09,27
2013-04-10,27
2013-04-11,28
2013-04-12,28
2013-04-13,28
2013-04-14,29
2013-04-15,29
2013-04-16,30
2013-04-17,30
2013-04-18,30
2013-04-19,31
2013-04-20,31
2013-04-21,32
2013-04-22,32
2013-04-23,32
2013-04-24,33
2013-04-25,33
2013-04-26,34
2013-04-27,34
2013-04-28,34
2013-04-29,35
2013-04-30,35
2013-05-01,36
2013-05-02,38
2013-05-03,40
2013-05-04,42
2013-05-05,44
2013-05-06,46
2013-05-07,48
2013-05-08,50
2013-05-09,52
2013-05-10,54
2013-05-11,56
2013-05-12,58
2013-05-13,60
2013-05-14,62
2013-05-15,64
2013-05-16,66
2013-05-17,69
2013-05-18,71
2013-05-19,73
2013-05-20,75
2013-05-21,77
2013-05-22,79
2013-05-23,81
2013-05-24,83
2013-05-25,85
2013-05-26,87
2013-05-27,89
2013-05-28,91
2013-05-29,93
2013-05-30,95
2013-05-31,97
2013-06-01,100
2013-06-02,98
2013-06-03,96
2013-06-04,94
2013-06-05,92
2013-06-06,90
2013-06-07,88
2013-06-08,86
2013-06-09,84
2013-06-10,82
2013-06-11,80
2013-06-12,78
2013-06-13,76
2013-06-14,74
2013-06-15,72
2013-06-16,71
2013-06-17,69
2013-06-18,67
2013-06-19,65
2013-06-20,63
2013-06-21,61
2013-06-22,59
2013-06-23,57
2013-06-24,55
2013-06-25,53
2013-06-26,51
2013-06-27,49
2013-06-28,47
2013-06-29,45
2013-06-30,43
2013-07-01,42
2013-07-02,41
2013-07-03,40
2013-07-04,39
2013-07-05,39
2013-07-06,38
2013-07-07,37
2013-07-08,37
2013-07-09,36
2013-07-10,35
2013-07-11,35
2013-07-12,34
2013-07-13,33
2013-07-14,33
2013-07-15,32
2013-07-16,31
2013-07-17,31
2013-07-18,30
2013-07-19,29
2013-07-20,29
2013-07-21,28
2013-07-22,27
2013-07-23,27
2013-07-24,26
2013-07-25,25
2013-07-26,25
2013-07-27,24
2013-07-28,23
2013-07-29,23
2013-07-30,22
2013-07-31,21
2013-08-01,21
2013-08-02,21
2013-08-03,21
2013-08-04,21
2013-08-05,21
2013-08-06,21
2013-08-07,21
2013-08-08,21
2013-08-09,22
2013-08-10,22
2013-08-11,22
2013-08-12,22
2013-08-13,22
2013-08-14,22
2013-08-15,22
2013-08-16,22
2013-08-17,23
2013-08-18,23
2013-08-19,23
2013-08-20,23
2013-08-21,23
2013-08-22,23
2013-08-23,23
2013-08-24,23
2013-08-25,24
2013-08-26,24
2013-08-27,24
2013-08-28,24
2013-08-29,24
2013-08-30,24
2013-08-31,24
2013-09-01,25
2013-09-02,25
2013-09-03,25
2013-09-04,25
2013-09-05,25
2013-09-06,26
2013-09-07,26
2013-09-08,26
2013-09-09,26
2013-09-10,27
2013-09-11,27
2013-09-12,27
2013-09-13,27
2013-09-14,28
2013-09-15,28
2013-09-16,28
2013-09-17,28
2013-09-18,28
2013-09-19,29
2013-09-20,29
2013-09-21,29
2013-09-22,29
2013-09-23,30
2013-09-24,30
2013-09-25,30
2013-09-26,30
2013-09-27,31
2013-09-28,31
2013-09-29,31
2013-09-30,31
2013-10-01,32
2013-10-02,32
2013-10-03,32
2013-10-04,32
2013-10-05,32
2013-10-06,32
2013-10-07,32
2013-10-08,32
2013-10-09,32
2013-10-10,32
2013-10-11,32
2013-10-12,32
2013-10-13,32
2013-10-14,32
2013-10-15,32
2013-10-16,32
2013-10-17,32
2013-10-18,32
2013-10-19,32
2013-10-20,32
2013-10-21,32
2013-10-22,32
2013-10-23,32
2013-10-24,32
2013-10-25,32
2013-10-26,32
2013-10-27,32
2013-10-28,32
2013-10-29,32
2013-10-30,32
2013-10-31,32
2013-11-01,33
