Date,Chegg
2013-05-25,20
2013-05-26,20
2013-05-27,20
2013-05-28,20
2013-05-29,20
2013-05-30,20
2013-05-31,20
2013-06-01,20
2013-06-02,20
2013-06-03,20
2013-06-04,20
2013-06-05,20
2013-06-06,20
2013-06-07,20
2013-06-08,20
2013-06-09,20
2013-06-10,20
2013-06-11,20
2013-06-12,20
2013-06-13,20
2013-06-14,20
2013-06-15,20
2013-06-16,20
2013-06-17,20
2013-06-18,20
2013-06-19,20
2013-06-20,20
2013-06-21,20
2013-06-22,20
2013-06-23,20
2013-06-24,20
2013-06-25,20
2013-06-26,20
2013-06-27,20
2013-06-28,20
2013-06-29,20
2013-06-30,20
2013-07-01,20
2013-07-02,20
2013-07-03,21
2013-07-04,22
2013-07-05,23
2013-07-06,24
2013-07-07,24
2013-07-08,25
2013-07-09,26
2013-07-10,27
2013-07-11,28
2013-07-12,28
2013-07-13,29
2013-07-14,30
2013-07-15,31
2013-07-16,32
2013-07-17,32
2013-07-18,33
2013-07-19,34
2013-07-20,35
2013-07-21,36
2013-07-22,36
2013-07-23,37
2013-07-24,38
2013-07-25,39
2013-07-26,40
2013-07-27,40
2013-07-28,41
2013-07-29,42
2013-07-30,43
2013-07-31,44
2013-08-01,45
2013-08-02,44
2013-08-03,44
2013-08-04,44
2013-08-05,44
2013-08-06,44
2013-08-07,43
2013-08-08,43
2013-08-09,43
2013-08-10,43
2013-08-11,43
2013-08-12,42
2013-08-13,42
2013-08-14,42
2013-08-15,42
2013-08-16,42
2013-08-17,41
2013-08-18,41
2013-08-19,41
2013-08-20,41
2013-08-21,41
2013-08-22,40
2013-08-23,40
2013-08-24,40
2013-08-25,40
2013-08-26,40
2013-08-27,39
2013-08-28,39
2013-08-29,39
2013-08-30,39
2013-08-31,39
2013-09-01,39
2013-09-02,38
2013-09-03,37
2013-09-04,37
2013-09-05,36
2013-09-06,36
2013-09-07,35
2013-09-08,35
2013-09-09,34
2013-09-10,34
2013-09-11,33
2013-09-12,33
2013-09-13,32
2013-09-14,32
2013-09-15,31
2013-09-16,31
2013-09-17,30
2013-09-18,29
2013-09-19,29
2013-09-20,28
2013-09-21,28
2013-09-22,27
2013-09-23,27
2013-09-24,26
2013-09-25,26
2013-09-26,25
2013-09-27,25
2013-09-28,24
2013-09-29,24
2013-09-30,23
2013-10-01,23
2013-10-02,25
2013-10-03,27
2013-10-04,30
2013-10-05,32
2013-10-06,35
2013-10-07,37
2013-10-08,40
2013-10-09,42
2013-10-10,45
2013-10-11,47
2013-10-12,50
2013-10-13,52
2013-10-14,55
2013-10-15,57
2013-10-16,60
2013-10-17,62
2013-10-18,65
2013-10-19,67
2013-10-20,70
2013-10-21,72
2013-10-22,75
2013-10-23,77
2013-10-24,80
2013-10-25,82
2013-10-26,85
2013-10-27,87
2013-10-28,90
2013-10-29,92
2013-10-30,95
2013-10-31,97
2013-11-01,100
2013-11-02,98
2013-11-03,96
2013-11-04,94
2013-11-05,92
2013-11-06,90
2013-11-07,88
2013-11-08,86
2013-11-09,84
2013-11-10,82
2013-11-11,80
2013-11-12,78
2013-11-13,76
2013-11-14,74
2013-11-15,72
2013-11-16,70
2013-11-17,68
2013-11-18,66
2013-11-19,64
2013-11-20,62
2013-11-21,60
2013-11-22,58
2013-11-23,56
2013-11-24,54
2013-11-25,52
2013-11-26,50
2013-11-27,48
2013-11-28,46
2013-11-29,44
2013-11-30,42
2013-12-01,40
2013-12-02,40
2013-12-03,40
2013-12-04,41
2013-12-05,41
2013-12-06,41
2013-12-07,42
2013-12-08,42
2013-12-09,43
2013-12-10,43
2013-12-11,43
2013-12-12,44
2013-12-13,44
2013-12-14,45
2013-12-15,45
2013-12-16,45
2013-12-17,46
2013-12-18,46
2013-12-19,46
2013-12-20,47
2013-12-21,47
2013-12-22,48
2013-12-23,48
2013-12-24,48
2013-12-25,49
2013-12-26,49
2013-12-27,50
2013-12-28,50
2013-12-29,50
2013-12-30,51
2013-12-31,51
2014-01-01,52
