Date,FireEye
2013-11-06,0
2013-11-07,0
2013-11-08,0
2013-11-09,0
2013-11-10,0
2013-11-11,0
2013-11-12,0
2013-11-13,0
2013-11-14,0
2013-11-15,0
2013-11-16,0
2013-11-17,0
2013-11-18,0
2013-11-19,0
2013-11-20,0
2013-11-21,0
2013-11-22,0
2013-11-23,0
2013-11-24,0
2013-11-25,0
2013-11-26,0
2013-11-27,0
2013-11-28,0
2013-11-29,0
2013-11-30,0
2013-12-01,0
2013-12-02,0
2013-12-03,0
2013-12-04,0
2013-12-05,0
2013-12-06,0
2013-12-07,0
2013-12-08,0
2013-12-09,0
2013-12-10,0
2013-12-11,0
2013-12-12,0
2013-12-13,0
2013-12-14,0
2013-12-15,0
2013-12-16,0
2013-12-17,0
2013-12-18,0
2013-12-19,0
2013-12-20,0
2013-12-21,0
2013-12-22,0
2013-12-23,0
2013-12-24,0
2013-12-25,0
2013-12-26,0
2013-12-27,0
2013-12-28,0
2013-12-29,10
2013-12-30,20
2013-12-31,31
2014-01-01,41
2014-01-02,52
2014-01-03,62
2014-01-04,73
2014-01-05,70
2014-01-06,67
2014-01-07,64
2014-01-08,61
2014-01-09,58
2014-01-10,55
2014-01-11,52
2014-01-12,50
2014-01-13,48
2014-01-14,47
2014-01-15,45
2014-01-16,44
2014-01-17,42
2014-01-18,41
2014-01-19,41
2014-01-20,41
2014-01-21,41
2014-01-22,41
2014-01-23,41
2014-01-24,41
2014-01-25,41
2014-01-26,40
2014-01-27,39
2014-01-28,39
2014-01-29,38
2014-01-30,38
2014-01-31,37
2014-02-01,37
2014-02-02,37
2014-02-03,37
2014-02-04,37
2014-02-05,37
2014-02-06,37
2014-02-07,37
2014-02-08,37
2014-02-09,37
2014-02-10,37
2014-02-11,37
2014-02-12,37
2014-02-13,37
2014-02-14,37
2014-02-15,37
2014-02-16,31
2014-02-17,26
2014-02-18,21
2014-02-19,15
2014-02-20,10
2014-02-21,5
2014-02-22,0
2014-02-23,0
2014-02-24,0
2014-02-25,0
2014-02-26,0
2014-02-27,0
2014-02-28,0
