Date,Facebook
2012-03-08,18
2012-03-09,17
2012-03-10,19
2012-03-11,18
2012-03-12,17
2012-03-13,17
2012-03-14,18
2012-03-15,17
2012-03-16,18
2012-03-17,18
2012-03-18,18
2012-03-19,17
2012-03-20,18
2012-03-21,18
2012-03-22,18
2012-03-23,18
2012-03-24,19
2012-03-25,19
2012-03-26,17
2012-03-27,18
2012-03-28,18
2012-03-29,18
2012-03-30,18
2012-03-31,18
2012-04-01,18
2012-04-02,16
2012-04-03,17
2012-04-04,17
2012-04-05,17
2012-04-06,17
2012-04-07,17
2012-04-08,17
2012-04-09,15
2012-04-10,17
2012-04-11,16
2012-04-12,17
2012-04-13,17
2012-04-14,17
2012-04-15,17
2012-04-16,16
2012-04-17,16
2012-04-18,17
2012-04-19,16
2012-04-20,17
2012-04-21,17
2012-04-22,17
2012-04-23,15
2012-04-24,17
2012-04-25,17
2012-04-26,17
2012-04-27,17
2012-04-28,17
2012-04-29,17
2012-04-30,17
2012-05-01,18
2012-05-02,18
2012-05-03,19
2012-05-04,19
2012-05-05,22
2012-05-06,22
2012-05-07,18
2012-05-08,21
2012-05-09,22
2012-05-10,22
2012-05-11,22
2012-05-12,23
2012-05-13,34
2012-05-14,37
2012-05-15,52
2012-05-16,63
2012-05-17,67
2012-05-18,44
2012-05-19,112
2012-05-20,107
2012-05-21,74
2012-05-22,95
2012-05-23,96
2012-05-24,105
2012-05-25,103
2012-05-26,109
2012-05-27,98
2012-05-28,84
2012-05-29,70
2012-05-30,69
2012-05-31,66
2012-06-01,58
2012-06-02,54
2012-06-03,51
2012-06-04,43
2012-06-05,45
2012-06-06,44
2012-06-07,43
2012-06-08,41
2012-06-09,40
2012-06-10,39
2012-06-11,33
2012-06-12,34
2012-06-13,33
2012-06-14,31
2012-06-15,30
2012-06-16,30
2012-06-17,29
2012-06-18,26
2012-06-19,27
2012-06-20,27
2012-06-21,27
2012-06-22,25
2012-06-23,27
2012-06-24,26
2012-06-25,23
2012-06-26,24
2012-06-27,24
2012-06-28,24
2012-06-29,23
2012-06-30,23
2012-07-01,24
2012-07-02,20
2012-07-03,22
2012-07-04,22
2012-07-05,21
2012-07-06,21
2012-07-07,21
2012-07-08,21
2012-07-09,20
2012-07-10,20
2012-07-11,20
2012-07-12,19
2012-07-13,20
2012-07-14,20
2012-07-15,20
2012-07-16,19
2012-07-17,19
2012-07-18,20
2012-07-19,20
2012-07-20,20
2012-07-21,20
2012-07-22,21
2012-07-23,19
2012-07-24,22
2012-07-25,22
2012-07-26,21
2012-07-27,23
2012-07-28,26
2012-07-29,26
2012-07-30,23
2012-07-31,24
2012-08-01,24
2012-08-02,23
2012-08-03,23
2012-08-04,25
2012-08-05,24
2012-08-06,20
2012-08-07,22
2012-08-08,22
2012-08-09,22
2012-08-10,21
2012-08-11,21
2012-08-12,22
2012-08-13,20
2012-08-14,22
2012-08-15,23
2012-08-16,22
2012-08-17,25
2012-08-18,27
2012-08-19,27
2012-08-20,23
2012-08-21,24
2012-08-22,26
2012-08-23,25
2012-08-24,25
2012-08-25,26
2012-08-26,25
2012-08-27,22
2012-08-28,23
2012-08-29,23
2012-08-30,22
2012-08-31,22
2012-09-01,22
2012-09-02,22
2012-09-03,21
2012-09-04,21
2012-09-05,21
2012-09-06,22
2012-09-07,21
2012-09-08,23
2012-09-09,22
2012-09-10,20
2012-09-11,22
2012-09-12,22
2012-09-13,22
2012-09-14,23
2012-09-15,23
2012-09-16,23
2012-09-17,21
2012-09-18,22
2012-09-19,23
2012-09-20,23
2012-09-21,22
2012-09-22,23
2012-09-23,23
2012-09-24,20
2012-09-25,22
2012-09-26,22
2012-09-27,21
2012-09-28,21
2012-09-29,21
2012-09-30,21
2012-10-01,20
2012-10-02,21
2012-10-03,21
2012-10-04,20
2012-10-05,21
2012-10-06,23
2012-10-07,22
2012-10-08,20
2012-10-09,22
2012-10-10,22
2012-10-11,22
2012-10-12,23
2012-10-13,23
2012-10-14,23
2012-10-15,21
2012-10-16,22
2012-10-17,22
2012-10-18,22
2012-10-19,21
2012-10-20,23
2012-10-21,22
2012-10-22,21
2012-10-23,22
2012-10-24,22
2012-10-25,23
2012-10-26,24
2012-10-27,25
2012-10-28,24
2012-10-29,21
2012-10-30,22
2012-10-31,21
2012-11-01,21
2012-11-02,21
2012-11-03,21
2012-11-04,21
2012-11-05,19
2012-11-06,21
2012-11-07,21
2012-11-08,21
2012-11-09,21
2012-11-10,23
2012-11-11,22
2012-11-12,20
2012-11-13,22
2012-11-14,22
2012-11-15,22
2012-11-16,22
2012-11-17,24
2012-11-18,23
2012-11-19,20
2012-11-20,21
2012-11-21,21
2012-11-22,20
2012-11-23,20
2012-11-24,20
2012-11-25,20
2012-11-26,18
2012-11-27,19
2012-11-28,20
2012-11-29,19
2012-11-30,20
2012-12-01,21
2012-12-02,20
2012-12-03,18
2012-12-04,19
2012-12-05,21
2012-12-06,20
2012-12-07,20
2012-12-08,22
2012-12-09,21
2012-12-10,19
2012-12-11,21
2012-12-12,21
2012-12-13,21
2012-12-14,22
2012-12-15,22
2012-12-16,22
2012-12-17,21
2012-12-18,21
2012-12-19,22
2012-12-20,22
2012-12-21,22
2012-12-22,22
2012-12-23,22
2012-12-24,19
2012-12-25,21
2012-12-26,20
2012-12-27,20
2012-12-28,20
2012-12-29,21
2012-12-30,20
2012-12-31,18
2013-01-01,21
2013-01-02,20
2013-01-03,21
2013-01-04,21
2013-01-05,22
2013-01-06,22
2013-01-07,20
2013-01-08,22
2013-01-09,21
2013-01-10,21
2013-01-11,22
2013-01-12,23
2013-01-13,22
2013-01-14,20
2013-01-15,22
2013-01-16,22
2013-01-17,23
2013-01-18,22
2013-01-19,23
2013-01-20,23
2013-01-21,21
2013-01-22,22
2013-01-23,22
2013-01-24,22
2013-01-25,22
2013-01-26,23
2013-01-27,23
2013-01-28,20
2013-01-29,22
2013-01-30,23
2013-01-31,23
2013-02-01,23
2013-02-02,25
2013-02-03,24
2013-02-04,21
2013-02-05,22
2013-02-06,22
2013-02-07,21
2013-02-08,21
2013-02-09,22
2013-02-10,21
2013-02-11,18
2013-02-12,20
2013-02-13,21
2013-02-14,20
2013-02-15,21
2013-02-16,21
2013-02-17,21
2013-02-18,20
2013-02-19,21
2013-02-20,21
2013-02-21,21
2013-02-22,22
2013-02-23,22
2013-02-24,22
2013-02-25,20
2013-02-26,21
2013-02-27,21
2013-02-28,21
2013-03-01,21
2013-03-02,21
2013-03-03,21
2013-03-04,20
2013-03-05,20
2013-03-06,21
2013-03-07,21
2013-03-08,22
2013-03-09,23
2013-03-10,22
2013-03-11,20
2013-03-12,21
2013-03-13,21
2013-03-14,21
2013-03-15,21
2013-03-16,22
2013-03-17,21
2013-03-18,18
2013-03-19,20
2013-03-20,20
2013-03-21,20
2013-03-22,20
2013-03-23,21
2013-03-24,20
2013-03-25,17
2013-03-26,20
2013-03-27,20
2013-03-28,20
2013-03-29,21
2013-03-30,21
2013-03-31,21
2013-05-01,24
2013-05-02,24
2013-05-03,24
2013-05-04,25
2013-05-05,24
2013-05-06,22
2013-05-07,23
2013-05-08,23
2013-05-09,23
2013-05-10,23
2013-05-11,23
2013-05-12,24
2013-05-13,21
2013-05-14,22
2013-05-15,23
2013-05-16,21
2013-05-17,23
2013-05-18,23
2013-05-19,23
2013-05-20,21
2013-05-21,23
2013-05-22,23
2013-05-23,23
2013-05-24,23
2013-05-25,23
2013-05-26,23
2013-05-27,21
2013-05-28,22
2013-05-29,22
2013-05-30,22
2013-05-31,22
2013-06-01,22
2013-06-02,22
2013-06-03,21
2013-06-04,21
2013-06-05,22
2013-06-06,22
2013-06-07,22
2013-06-08,22
2013-06-09,22
2013-06-10,20
2013-06-11,21
2013-06-12,21
2013-06-13,21
2013-06-14,21
2013-06-15,21
2013-06-16,21
2013-06-17,20
2013-06-18,21
2013-06-19,22
2013-06-20,22
2013-06-21,22
2013-06-22,23
2013-06-23,24
2013-06-24,22
2013-06-25,24
2013-06-26,23
2013-06-27,24
2013-06-28,24
2013-06-29,25
2013-06-30,25
2013-07-01,23
2013-07-02,24
2013-07-03,24
2013-07-04,24
2013-07-05,24
2013-07-06,24
2013-07-07,24
2013-07-08,22
2013-07-09,23
2013-07-10,24
2013-07-11,23
2013-07-12,23
2013-07-13,24
2013-07-14,24
2013-07-15,22
2013-07-16,23
2013-07-17,23
2013-07-18,23
2013-07-19,23
2013-07-20,23
2013-07-21,24
2013-07-22,22
2013-07-23,24
2013-07-24,23
2013-07-25,23
2013-07-26,26
2013-07-27,27
2013-07-28,26
2013-07-29,23
2013-07-30,25
2013-07-31,25
