Date,Toys R Us
2013-03-30,33
2013-03-31,33
2013-04-01,33
2013-04-02,32
2013-04-03,32
2013-04-04,32
2013-04-05,32
2013-04-06,32
2013-04-07,32
2013-04-08,32
2013-04-09,32
2013-04-10,32
2013-04-11,32
2013-04-12,32
2013-04-13,32
2013-04-14,32
2013-04-15,32
2013-04-16,32
2013-04-17,32
2013-04-18,32
2013-04-19,32
2013-04-20,32
2013-04-21,32
2013-04-22,32
2013-04-23,32
2013-04-24,32
2013-04-25,32
2013-04-26,32
2013-04-27,32
2013-04-28,32
2013-04-29,32
2013-04-30,32
2013-05-01,32
2013-05-02,31
2013-05-03,31
2013-05-04,30
2013-05-05,30
2013-05-06,29
2013-05-07,29
2013-05-08,29
2013-05-09,28
2013-05-10,28
2013-05-11,27
2013-05-12,27
2013-05-13,26
2013-05-14,26
2013-05-15,26
2013-05-16,25
2013-05-17,25
2013-05-18,24
2013-05-19,24
2013-05-20,24
2013-05-21,23
2013-05-22,23
2013-05-23,22
2013-05-24,22
2013-05-25,21
2013-05-26,21
2013-05-27,21
2013-05-28,20
2013-05-29,20
2013-05-30,19
2013-05-31,19
2013-06-01,19
2013-06-02,19
2013-06-03,19
2013-06-04,20
2013-06-05,20
2013-06-06,21
2013-06-07,21
2013-06-08,22
2013-06-09,22
2013-06-10,22
2013-06-11,23
2013-06-12,23
2013-06-13,24
2013-06-14,24
2013-06-15,25
2013-06-16,25
2013-06-17,25
2013-06-18,26
2013-06-19,26
2013-06-20,27
2013-06-21,27
2013-06-22,28
2013-06-23,28
2013-06-24,28
2013-06-25,29
2013-06-26,29
2013-06-27,30
2013-06-28,30
2013-06-29,31
2013-06-30,31
2013-07-01,32
2013-07-02,32
2013-07-03,32
2013-07-04,32
2013-07-05,32
2013-07-06,32
2013-07-07,32
2013-07-08,32
2013-07-09,32
2013-07-10,32
2013-07-11,32
2013-07-12,32
2013-07-13,32
2013-07-14,32
2013-07-15,32
2013-07-16,32
2013-07-17,32
2013-07-18,32
2013-07-19,32
2013-07-20,32
2013-07-21,32
2013-07-22,32
2013-07-23,32
2013-07-24,32
2013-07-25,32
2013-07-26,32
2013-07-27,32
2013-07-28,32
2013-07-29,32
2013-07-30,32
2013-07-31,32
2013-08-01,32
2013-08-02,32
2013-08-03,32
2013-08-04,33
2013-08-05,33
2013-08-06,33
2013-08-07,34
2013-08-08,34
2013-08-09,35
2013-08-10,35
2013-08-11,35
2013-08-12,36
2013-08-13,36
2013-08-14,37
2013-08-15,37
2013-08-16,37
2013-08-17,38
2013-08-18,38
2013-08-19,38
2013-08-20,39
2013-08-21,39
2013-08-22,40
2013-08-23,40
2013-08-24,40
2013-08-25,41
2013-08-26,41
2013-08-27,42
2013-08-28,42
2013-08-29,42
2013-08-30,43
2013-08-31,43
2013-09-01,44
2013-09-02,43
2013-09-03,43
2013-09-04,43
2013-09-05,42
2013-09-06,42
2013-09-07,42
2013-09-08,41
2013-09-09,52
2013-09-10,41
2013-09-11,41
2013-09-12,40
2013-09-13,40
2013-09-14,40
2013-09-15,39
2013-09-16,39
2013-09-17,39
2013-09-18,38
2013-09-19,38
2013-09-20,38
2013-09-21,38
2013-09-22,37
2013-09-23,37
2013-09-24,37
2013-09-25,36
2013-09-26,36
2013-09-27,36
2013-09-28,35
2013-09-29,35
2013-09-30,35
2013-10-01,35
2013-10-02,37
2013-10-03,39
2013-10-04,41
2013-10-05,43
2013-10-06,45
2013-10-07,47
2013-10-08,49
2013-10-09,51
2013-10-10,53
2013-10-11,55
2013-10-12,58
2013-10-13,60
2013-10-14,62
2013-10-15,64
2013-10-16,66
2013-10-17,68
2013-10-18,70
2013-10-19,72
2013-10-20,74
2013-10-21,76
2013-10-22,79
2013-10-23,81
2013-10-24,83
2013-10-25,85
2013-10-26,87
2013-10-27,89
2013-10-28,91
2013-10-29,93
2013-10-30,95
2013-10-31,97
2013-11-01,100
2013-11-02,99
2013-11-03,98
2013-11-04,97
2013-11-05,97
2013-11-06,96
2013-11-07,95
2013-11-08,94
2013-11-09,94
2013-11-10,93
2013-11-11,92
2013-11-12,91
2013-11-13,91
2013-11-14,90
2013-11-15,89
2013-11-16,89
2013-11-17,88
2013-11-18,88
2013-11-19,87
2013-11-20,87
2013-11-21,86
2013-11-22,85
2013-11-23,85
2013-11-24,84
2013-12-01,78
2013-12-02,76
2013-12-03,75
2013-12-04,73
2013-12-05,72
2013-12-06,70
2013-12-07,69
2013-12-08,67
2013-12-09,66
2013-12-10,64
2013-12-11,63
2013-12-12,61
2013-12-13,60
2013-12-14,58
2013-12-15,57
2013-12-16,55
2013-12-17,54
2013-12-18,52
2013-12-19,51
2013-12-20,49
2013-12-21,48
2013-12-22,46
2013-12-23,46
2013-12-24,45
2013-12-25,44
2013-12-26,42
2013-12-27,42
2013-12-28,42
2013-12-29,36
2013-12-30,34
2013-12-31,33
2014-01-01,32
2014-01-02,31
2014-01-03,31
2014-01-04,31
2014-01-05,30
2014-01-06,30
2014-01-07,30
2014-01-08,30
2014-01-09,29
2014-01-10,29
2014-01-11,29
2014-01-12,29
2014-01-13,28
2014-01-14,28
2014-01-15,28
2014-01-16,28
2014-01-17,27
2014-01-18,27
2014-01-19,27
2014-01-20,27
2014-01-21,26
2014-01-22,26
2014-01-23,26
2014-01-24,26
2014-01-25,25
2014-01-26,25
2014-01-27,25
2014-01-28,25
2014-01-29,24
2014-01-30,24
2014-01-31,24
2014-02-01,24
