1097136|SenoRx|2006-05-25
1362468|Allegiant Travel|2006-05-15
1360886|Osiris Therapeutics|2006-05-12
1360555|Stanley Inc|2006-05-12
1351197|Artes Medical|2006-05-12
1361983|ORBCOMM|2006-05-12
1131554|Synchronoss|2006-02-28
1352801|Burger King|2006-02-16
1339048|Western Refining|2005-09-27
1339729|Digital Music Group|2005-09-29
1340744|Altus Pharmaceuticals|2005-10-17
1339605|H&E Equipment|2005-10-14
1339553|HealthSpring|2005-10-11
1328571|NTELOS|2005-10-06
1292470|NightHawk Radiology|2005-10-05
1338977|CapitalSouth Bancorp|2005-10-05
1008848|Acorda|2005-10-05
1125001|Iomai|2005-10-03
1340041|Complete Production|2005-09-30
1311538|Castle Brands|2005-09-29
1350593|Mueller Water Products|2006-02-03
1349426|Omrix|2006-01-18
1124105|Targacept|2006-01-17
1498710|Spirit Airlines|2010-09-17
1555280|Zoetis|2012-08-13
1534504|PBF Energy|2011-11-14
1349454|Trulia|2012-08-17
1401680|Cornerstone OnDemand|2010-09-29
1311241|Intermolecular Inc|2011-07-29
1505512|Regulus Therapeutics|2012-08-17
1502034|GNC Holdings|2010-09-28
1495925|Fortegra Financial|2010-09-23
1526796|Ignite Restaurant|2011-07-29
1383871|LifeLock|2012-08-28
1411158|Anacor|2010-09-10
1171529|Techwell|2006-01-11
1493594|MA-COM|2011-08-01
1024305|Coty Inc|2012-06-29
1162112|RigNet|2010-10-01
1389170|Targa Resources|2010-09-09
1302573|OncoMed|2012-05-11
1524741|US Silica|2011-07-18
880177|Peregrine Semiconductor|2010-11-19
1274644|Tranzyme|2010-11-19
1312928|KAYAK Software|2010-11-17
1427925|AcelRx|2010-11-12
1555365|WhiteWave Foods|2012-08-07
1484504|Gigamon|2012-07-13
1550695|Performant Financial|2012-07-03
1534287|BioAmber|2011-11-14
1347178|Vanda Pharmaceuticals|2005-12-29
1347022|VeriChip|2005-12-29
1290096|Eagle Test Systems|2005-12-20
1342126|Morgans Hotel|2005-10-27
1313024|Venoco Company|2005-12-20
1344907|Global Traffic Network|2005-12-16
1345122|Compass Group Diversified|2005-12-14
1167896|Nextest Systems|2005-12-02
883981|Morton's Restaurant|2005-12-02
1345111|Tim Hortons|2005-12-01
1166463|Visicu|2005-11-29
316300|EXCO Resources|2005-11-23
1235468|Liquidity Services Inc|2005-11-14
1340752|Molecular Insight|2005-11-08
1325228|Clayton Holdings|2005-11-07
1178104|Cardica|2005-11-04
1477246|S&W Seed|2010-01-29
1205431|SSA Global Technologies|2004-06-04
1270073|Intercept|2012-09-04
1434524|ClearSign|2011-11-14
1479750|Capital Bank Financial|2012-06-29
1084817|Responsys|2010-12-23
1385830|NeurogesX|2007-02-07
1298521|Trubion|2006-06-02
1375271|Eloqua|2011-08-24
1562594|Liquid Holdings Group|2013-04-11
1565337|Textura Corporation|2013-04-05
1495479|Bravo Brio Restaurant|2010-07-02
1330421|Bazaarvoice|2011-08-26
1495320|Vera Bradley|2010-07-01
1496631|First NBC Bank Holding|2013-04-08
1095996|William Lyon Homes|2013-04-09
1169652|ChannelAdvisor|2013-04-11
1340652|ChemoCentryx|2011-10-14
1573097|HD Supply|2013-04-12
1269021|Portola|2013-04-12
1576018|Third Point Reinsurance|2013-07-15
1571498|Epizyme|2013-04-18
1549966|Silvercrest|2013-04-19
1311596|Regado Biosciences|2013-04-29
1476963|Heat Biologics|2013-05-06
1575515|Sprouts Farmers Markets|2013-05-09
1575828|Franks International NV|2013-05-10
1294924|InvenSense|2010-06-28
1491778|Angies List|2011-08-25
1379246|Body Central|2010-07-07
1293971|bluebird bio|2013-05-14
1397911|Lri Holdings Inc|2010-06-04
1131457|Zipcar|2010-06-01
1568832|RCS Capital|2013-02-22
1488139|Ameresco|2010-03-31
1361248|TetraLogic|2013-10-18
1348334|Barracuda Networks|2013-10-01
1411688|Container Store Group|2013-09-30
1416792|Relypsa|2013-09-27
1584509|ARAMARK|2013-09-09
1426506|Specialty Metals Group Indium|2010-04-07
1487990|Aeroflex|2010-04-06
1585064|Fidelity & Guaranty Life|2013-08-29
1305294|Qlink|2010-04-01
1411579|AMC Entertainment|2013-08-30
1125345|MacroGenics|2013-09-04
1578732|Marcus & Millichap|2013-09-23
1237746|Endurance|2013-09-09
1393052|Veeva Systems|2013-09-11
1082526|SciQuest|2010-03-26
1585689|Hilton Worldwide|2013-09-12
1448893|Essent Group|2013-09-16
1487999|SeaCube Container Leasing|2010-03-29
1337553|Aerie|2013-09-17
1384101|Veracyte|2013-09-20
1337619|Envestnet|2010-03-26
1582966|Cheniere Energy|2013-09-20
1528129|Laredo Petroleum|2011-08-24
1564618|Independent Bank|2013-02-27
1491576|TESARO|2012-03-23
1574648|Athlon Energy|2013-06-05
1574815|Stock Building Supply|2013-06-14
1492658|Tornier Inc|2010-06-08
1461993|Cempra|2011-10-12
1383701|Conatus|2013-06-14
1566897|Diamond Resorts|2013-06-14
1475274|RetailMeNot|2013-06-17
1579298|Burlington Holdings|2013-06-27
1441693|Marrone Bio Innovations|2013-07-01
1259515|Control4 Corporation|2013-07-01
1415624|YuMe|2013-07-02
1567683|NRG Yield|2013-06-07
1130598|Onconova|2013-06-14
1375796|Tremor Video|2013-05-23
1443646|Booz Allen & Hamilton|2010-06-21
1401708|NanoString|2013-05-20
1528837|Sanchez Energy|2011-09-01
1574532|WCI Communities|2013-05-24
1403708|Evoke Pharma|2013-05-24
1070081|PTC Therapeutics|2013-05-16
1275158|Noodles & Company|2013-05-23
1528396|Guidewire Software|2011-09-02
1573166|Jones Energy|2013-05-28
1528849|Restoration Hardware Holdings|2011-09-09
1433270|Antero Resources|2013-06-13
1117480|Chimerix|2013-03-08
1490660|Marketo|2013-04-02
1492691|Swift Holdings|2010-07-22
1477598|Omthera|2013-03-11
1496623|NetSpend|2010-07-15
1313911|Rally Software Development|2013-03-11
1411488|Blackhawk Network|2013-03-18
1509190|Aratana Therapeutics|2013-03-20
1572684|UCP LLC|2013-04-04
1462633|Jive Software|2011-08-24
1402057|CDW Corp|2013-03-22
1303652|Tableau Software|2013-04-02
1380846|TriState Capital|2013-04-02
1160958|Inphi|2010-06-16
1313275|Brightcove|2011-08-24
1391636|Cyan Worlds|2013-04-04
1463729|Receptos|2013-04-04
1563699|Covisint|2013-05-14
1521332|Delphi Automotive|2011-05-25
1434868|Esperion|2013-05-14
1482080|Cellular Dynamics|2013-06-03
1556266|China Commercial Credit Group|2013-06-07
1439222|Agios Pharmaceuticals|2013-06-10
1578318|Envision Healthcare|2013-06-13
1586049|Oxford Immunotec|2013-10-15
1326732|Xencor|2013-10-11
1547903|NMI Holdings|2013-10-09
1118417|Model N|2013-02-13
1392522|Freescale Semiconductor|2011-02-11
1230276|Pandora Media|2011-02-11
1540400|E2open|2012-02-17
1439404|Zynga|2011-07-01
1180079|Silver Spring Networks|2011-07-07
1274792|Merrimack Pharmaceuticals|2011-07-08
1275712|GSE Holding|2011-07-11
1489096|Thermon|2011-02-02
1423542|Skullcandy|2011-01-28
1408278|Synacor|2011-11-18
1365038|Demand Media Group|2010-08-06
1524025|Tillys Inc|2011-07-01
1131543|Ambit Biosciences|2013-02-20
1327471|RealD|2010-04-09
1488917|Electromed|2010-05-03
1410939|Ophthotech|2013-08-15
1490636|Gordmans Stores|2010-04-30
1477200|Rocket Fuel Inc|2013-08-16
1122388|Ellie Mae|2010-04-30
1388686|Premier Power Renewable Energy|2010-04-29
1584207|Springleaf|2013-08-16
1286225|RealPage|2010-04-29
1539838|Diamondback Energy|2012-02-14
1326801|Facebook|2012-02-01
1386278|Green Dot Corp|2010-02-26
1264587|Stemline|2012-04-02
1169988|Boingo Wireless|2011-01-14
858339|Caesars Entertainment|2011-11-15
1378992|Berry Plastics|2012-03-23
1509991|Kosmos Energy|2011-01-14
1356576|Supernus|2010-12-23
1373715|ServiceNow|2012-03-30
1439095|Mcjunkin Red Man Holding|2012-01-12
860730|HCA Holdings|2010-12-22
1126234|NewLink Genetics|2010-12-21
1310114|ServiceSource|2010-12-20
1080747|Greenway Medical|2011-07-15
1524223|Manning & Napier|2011-07-01
1513761|Norwegian Cruise Line Holdings|2011-07-15
1301031|Demandware|2011-07-15
1506932|Lone Pine Resources|2010-12-13
1544116|Durata|2012-03-22
1415336|ZELTIQ Aesthetics|2011-07-13
1509432|RPX Corporation|2011-01-21
1271024|LinkedIn|2011-01-27
1311230|Solazyme|2011-03-11
1366684|HomeAway|2011-03-11
1383729|Fusion-io|2011-03-09
1581091|RE/MAX|2013-08-19
1375514|Montage Technology|2013-08-21
1182325|Tangoe|2010-04-16
1487371|GenMark Diagnostics|2010-03-19
1561660|Pattern Energy|2013-08-09
1385228|BIND Therapeutics|2013-08-12
1491501|TMS International|2010-05-13
1490165|Erickson Air-Crane|2010-05-12
1384905|RingCentral|2013-08-26
1460198|Kips Bay Medical|2010-04-08
1492633|Nielsen Holdings|2010-06-03
1580670|LGI Homes|2013-08-28
1486800|Higher One Holdings|2010-03-24
1418091|Twitter|2013-10-03
1503802|Karyopharm|2013-10-04
1529979|FX Alliance|2011-09-19
1361470|Mavenir Systems|2013-10-04
1580185|J.G. Wentworth|2013-10-07
1086909|BroadSoft|2010-03-15
1582616|Norcraft Companies|2013-10-07
1365101|Primo Water|2010-03-12
1582086|Blue Capital Reinsurance|2013-10-07
1374310|CBOE Holdings|2010-03-11
1438133|Tandem Diabetes Care|2013-10-07
1486159|Oasis Petroleum|2010-03-04
1478484|Zogenix|2013-10-08
1423242|China Century Dragon Media|2010-05-14
1280600|Acceleron Pharma|2013-08-07
1375200|NuPathe|2010-05-14
1370880|FireEye|2013-08-02
1365916|Amyris Biotechnologies|2010-04-16
1489137|Molycorp|2010-04-16
1175454|FleetCor|2010-04-15
1227025|NeoPhotonics|2010-04-15
1407190|Violin Memory|2013-08-26
1348324|LDR Holding|2013-08-26
1488075|Intralink|2010-04-12
1434316|Fate Therapeutics|2013-08-14
1576169|Benefitfocus|2013-08-14
1364954|Chegg|2013-08-14
1488613|Foundation Medicine|2013-07-29
1122897|Cvent|2013-07-08
1424929|Fox Factory Holding|2013-07-08
1356090|Intrexon|2013-07-09
1577095|ClubCorp|2013-07-12
1581164|Extended Stay America|2013-07-22
1553588|SFX Entertainment|2013-07-24
1175505|Five Prime|2013-07-26
1284807|Ply Gem Holdings|2010-05-28
1517228|CommScope Holding|2013-08-02
1158114|Applied Optoelectronics|2013-08-13
1130258|Acme Packet|2006-06-02
1487712|Air Lease|2011-01-14
1362988|Aircastle|2006-06-02
887637|RailAmerica|2009-07-28
1471038|Global Defense Technology|2009-09-03
1470699|Archipelago Learning|2009-09-03
1444363|GAIN Capital|2009-08-31
1469606|Andatee China Marine Fuel|2009-08-27
29534|Dollar General|2009-08-20
18169|Dole Foods|2009-08-14
1441849|Cloud Peak Energy|2009-08-12
1262039|Fortinet|2009-08-10
1468174|Hyatt Hotels|2009-08-05
1469433|Ancestry.com|2009-08-03
1468328|Addus HomeCare|2009-07-17
1471458|rue21|2009-09-10
1090507|Medis Technologies|2009-07-09
1403794|ZST Digital Networks|2009-06-30
1125914|OpenTable|2009-01-30
1453814|Medidata|2009-01-26
1451951|Friendfinder Networks|2008-12-23
1305323|Bridgepoint Education|2008-12-22
1452575|Mead Johnson Nutrition|2008-12-19
1351285|Rosetta Stone|2008-09-23
1082754|Team Health|2009-10-06
1474042|Baltic Trading|2009-10-14
1471261|Cobalt International Energy|2009-09-04
1395942|KAR Holdings|2009-09-14
1167294|Meru Networks|2009-12-18
1157780|Opnext|2006-10-27
1173752|Aruba Networks|2006-12-15
1379041|Employers|2006-12-04
1377630|National CineMedia|2006-10-13
1105360|Salary.com|2006-11-13
1138723|Accuray|2006-11-13
1380509|HFF Inc|2006-11-09
1142576|Optimer Therapeutics|2006-11-09
1380393|Fortress Investment|2006-11-08
1375365|Super Micro Computer|2006-11-02
1378950|U.S. Auto Parts Network|2006-11-02
1168195|Sourcefire|2006-10-25
1316175|Anthera Phamaceuticals|2009-09-15
1347815|Flagstone Reinsurance|2006-10-24
1105018|NYMEX|2006-10-20
1366649|Veraz Networks|2006-10-20
1401688|Vitacost.com|2007-06-20
1131096|AthenaHealth|2007-06-22
1403256|Och-Ziff Capital|2007-07-02
1117106|NetSuite|2007-07-02
1024657|West Corporation|2009-10-02
1321646|Polymer Holdings|2009-10-01
1472595|Accretive Health|2009-09-29
1421526|China Electric Motor|2009-10-14
1318605|Tesla Motors|2010-01-29
1403568|ULTA Salon|2007-07-06
1349436|SandRidge Energy|2007-08-13
1442145|Verisk Analytics|2008-08-12
1138412|Genoptix|2007-07-31
1410064|ARYx Therapeutics|2007-08-30
1410636|American Water Works|2007-08-29
1254419|MedAssets|2007-08-24
1409375|Orion Energy Systems|2007-08-20
1282393|BioForm Medical|2007-08-20
1409171|Titan Machinery|2007-08-17
1113784|CardioNet|2007-08-17
1105184|Nanosphere|2007-08-13
1201792|American Public Education|2007-08-07
1444598|Emdeon|2008-09-12
1334303|ICx Technologies|2007-08-06
1408198|MSCI Inc|2007-07-31
1227930|Entropic Communications|2007-07-27
1410172|Rubicon|2007-09-05
1157408|K12 Inc|2007-07-27
1405197|Talecris Biotherapeutics|2007-07-27
1230355|TranS1|2007-07-24
1080131|Internet Brands|2007-07-20
1402305|SuccessFactors|2007-07-20
1405073|Approach Resources|2007-07-12
1441634|Avago|2008-08-21
1474735|Generac|2009-10-20
1287213|Douglas Dynamics|2010-01-29
1325879|AVEO Pharmaceuticals|2009-12-16
1407038|BG Medicine Inc|2010-01-29
1407450|Convio|2010-01-25
1336691|Motricity|2010-01-22
860413|First Interstate BancSystem|2010-01-15
1479426|DynaVox|2010-01-05
1200375|Codexis|2009-12-28
1402436|SS&C Technologies|2009-12-28
1296391|Tengion|2009-12-24
1478085|Graham Packaging|2009-12-23
1297336|ReachLocal|2009-12-22
1295976|Cellu Tissue|2009-10-16
1267602|Alimera Sciences|2009-10-30
1430592|Financial Engines|2009-12-09
1092699|SPS Commerce|2009-12-03
1477294|Sensata|2009-11-25
1408710|Fabrinet|2009-11-20
1406666|Calix Networks|2009-11-20
1446847|Ironwood Pharmaceutical|2009-11-20
1117297|QuinStreet|2009-11-19
1356857|Trius Therapeutics|2009-11-06
1288469|MaxLinear|2009-11-06
1475922|Primaerica|2009-11-05
1382911|Orexigen|2006-12-19
1357227|FGX International|2006-12-20
1362120|Pinnacle Gas Resources|2006-12-21
1400400|DemandTec|2007-05-24
1317872|TomoTherapy|2007-02-12
1388430|CAI International|2007-02-07
1207074|Virtusa|2007-04-06
1371446|FBR Capital Markets|2007-04-10
1395943|Limco|2007-04-16
1319327|Encore Bancshares|2007-05-08
1403431|Heritage-Crystal Clean|2007-06-19
1401923|MAP Pharmaceuticals|2007-06-18
1399249|Pzena|2007-06-11
1371217|EnteroMedics|2007-05-25
1397821|Duff & Phelps|2007-05-23
1388133|ShoreTel|2007-02-12
1399855|Camden Learning|2007-05-18
1398090|Power Medical Interventions|2007-05-14
1099590|MercadoLibre|2007-05-11
1398161|Targanta|2007-05-11
1398659|Genpact|2007-05-11
1394159|Orbitz Worldwide|2007-05-10
1029299|Deltek|2007-05-08
1163698|SoundBite Communications|2007-04-16
1087294|Cumberland Pharmaceuticals|2007-05-01
1396546|Virgin Mobile USA|2007-05-01
1324245|Solera Holdings|2007-02-12
1244937|EnerNOC|2007-02-12
1381325|BigBand Networks|2006-12-22
1292556|Polypore|2007-03-14
1323854|Warner Chilcott|2006-06-09
1175685|BladeLogic|2007-04-05
1393883|Dice.com|2007-04-04
1392972|PROS Holdings|2007-04-04
1158172|ComScore|2007-04-02
1391984|Data Domain|2007-03-30
1393744|EnergySolutions|2007-03-29
1391127|Limelight Networks|2007-03-22
1132484|Netezza|2007-03-22
1138830|AuthenTec|2007-03-16
1232524|JAZZ Pharmaceuticals|2007-03-09
1168652|HireRight|2007-02-12
868857|AECOM Technology|2007-03-08
1391672|Starent Networks|2007-03-06
1388775|Sirtris|2007-03-01
1274563|Helicos BioSciences|2007-02-28
1138639|Infinera Corp|2007-02-26
1145197|Insulet Corporation|2007-02-14
1383803|JMP Securities|2007-02-14
1175609|Cavium Networks|2007-02-13
1389305|RSC Holdings|2007-02-13
1388319|BioHeart|2007-02-13
1171662|Triple-S Management|2007-04-27
1397516|Rex Energy|2007-04-27
1396838|Dolan Media|2007-04-26
1212235|XTENT|2006-08-07
1282631|Netlist|2006-08-18
1276591|Hansen Medical|2006-08-16
1367644|Emergent BioSolutions|2006-08-14
1361579|Virtual Radiologic|2006-08-11
1372326|Superior Offshore|2006-08-11
1367705|MEDecision|2006-08-11
1111928|IPG Photonics|2006-08-11
1370314|Double-Take Software|2006-08-10
1171298|Thermage|2006-08-10
1370450|Willdan|2006-08-09
1371455|Claymont Steel|2006-08-07
1124610|VMware|2007-04-26
854709|Dayton Superior|2006-10-04
1372664|Comverge|2006-10-05
1297846|FCStone|2006-10-12
1373670|BioFuel Energy|2006-12-08
1385292|Monotype Imaging|2007-01-26
1292653|Neutral Tandem|2007-01-22
1385613|Greenlight Capital Re|2007-01-16
1360537|CastlePoint|2007-01-11
1126741|GSI Technology|2007-01-10
1283699|MetroPCS Communications|2007-01-04
1269871|Physicians Formula|2006-08-25
1372791|WSB Financial|2006-08-31
1373980|Heelys|2006-09-01
1373671|Isilon Systems|2006-09-01
1394954|GT Solar|2007-04-26
1358071|Concho Resources|2007-04-24
1396033|Lumber Liquidators|2007-04-23
1116435|Airvana|2007-04-19
1396279|hhgregg|2007-04-18
937556|Masimo|2007-04-17
1322505|Biodel|2007-02-07
1293282|TechTarget|2007-02-07
1483510|Express Parent|2010-02-16
1385280|Cinemark|2007-02-01
1374535|Altra|2006-09-29
1356104|Mellanox|2006-09-28
1372813|Animal Health|2006-09-28
1368622|AeroVironment|2006-09-28
1371011|Switch and Data|2006-09-27
1376139|CVR Energy|2006-09-26
1373561|NewStar Financial|2006-09-21
1375557|Guidance Software|2006-09-15
1375247|Obagi Medical Products|2006-09-13
1372000|Universal Power|2006-09-12
1368265|Clean Energy Fuels|2006-09-06
1120105|Intellon|2007-07-12
1366246|Glu Mobile|2006-12-19
1405277|Constant Contact|2007-07-06
1143967|Premium Standard Farms|2005-03-11
1317630|ITC Holdings|2005-03-29
1320947|Diamond Foods|2005-03-25
1319439|Adams Laboratories|2005-03-25
1318568|GNC Holdings|2005-03-22
1174746|IntercontinentalExchange|2005-03-22
1311370|Lazard|2005-03-21
1320854|Formula Acquisition|2005-03-17
1305409|Valera Pharmaceuticals|2005-03-14
1319947|DSW Inc|2005-03-14
1319161|Warner Music|2005-03-11
1318484|Citi Trends|2005-02-28
1302707|Horizon Lines|2005-03-02
817979|Accuride|2005-01-10
1318008|Zumiez|2005-02-17
1317405|Ready Mix Inc|2005-02-11
1268984|Reddy Ice|2005-02-11
1315695|Rockwood Holdings|2005-02-11
1310094|Accentia|2005-02-11
1316360|IHS Inc|2005-02-04
1316625|Rackable Systems|2005-02-04
1093557|DexCom|2005-02-01
1314822|New Skies Satellites|2005-01-27
1265888|NeuStar|2005-03-29
1286613|Lincoln Educational|2005-03-29
1312073|VeriFone|2005-01-11
1305168|American Reprographics|2004-10-15
1307954|Huntsman|2004-11-24
1309108|Wright Express|2004-11-23
1283157|Interflora|2004-11-23
1308547|Dolby Laboratories|2004-11-19
1138804|Unica|2004-11-19
1121439|Emageon|2004-11-19
1308208|Universal Truckload|2004-11-15
1299966|PRB Gas Transportation|2004-11-01
1116924|Fastclick|2004-12-22
1299688|optionsXpress|2004-10-26
1304069|Bois d'Arc Energy|2004-10-04
1061027|Sunesis Pharmaceuticals|2004-12-23
1301106|National Interstate|2004-09-24
1267201|SeaBright Insurance|2004-09-17
1302028|Veri-Tek|2004-09-03
1144354|Heartland Payment Systems|2004-08-10
946492|National Atlantic Holdings|2004-07-30
1292026|Odimo|2004-07-16
1295230|International Securities Exchange|2004-07-02
1219210|Ikanos Communications|2004-06-25
1292426|GFI Group|2004-06-16
1310897|PanAmSat Holding|2004-12-20
1130591|XenoPort|2005-01-19
885306|Cynosure|2005-08-11
1297989|ExlService|2004-12-06
1364099|Innophos|2006-07-19
1354513|CTC Media|2006-03-06
1351509|Northstar Neuroscience|2006-03-01
1353209|LoopNet|2006-03-01
1362004|ICF International|2006-05-11
1361709|Susser|2006-05-12
1352302|GeoMet|2006-05-12
1125920|Shutterfly|2006-06-29
1158223|Affymax|2006-07-28
1369568|Catalyst Pharmaceutical Partners|2006-07-25
1368900|GateHouse Media|2006-07-21
1333248|Cadence Pharmaceuticals|2006-07-17
1352341|Verigy|2006-03-09
1364479|Hertz Global|2006-07-14
1121702|Metabolix|2006-07-14
1367083|Oculus Innovative Sciences|2006-07-03
1295557|Bare Escentuals|2006-06-30
1274494|First Solar|2006-06-30
1364885|Spirit AeroSystems|2006-06-30
1219169|Optium|2006-06-29
1365216|Sucampo|2006-06-19
1405419|Gulfstream|2007-07-05
1360901|Evercore Partners|2006-05-12
732834|Continental Resources|2006-03-07
1355795|Darwin Professional Underwriters|2006-03-10
1334036|Crocs|2005-08-15
892553|Chart Industries|2006-04-13
842633|TriMas|2006-08-03
1133260|Union Drilling|2005-08-15
1304623|ACA Capital|2006-05-10
1350381|InnerWorkings|2006-05-10
1301081|Pharmasset|2006-05-08
1342960|DivX|2006-05-05
884909|Home Diagnostics|2006-05-01
1333493|eHealth|2006-04-25
1158895|LeMaitre Vascular|2006-04-25
1357326|Riverbed Technology|2006-04-20
1358356|Porter Bancorp|2006-04-11
1350620|Restore Medical|2006-03-13
1358164|Security Capital Assurance|2006-04-07
1180145|Replidyne|2006-04-05
1357525|Omniture|2006-04-04
1285043|Aventine Renewable Energy|2006-03-31
1343202|VeraSun Energy|2006-03-30
1356949|Houston Wire & Cable|2006-03-24
1354217|Volcano Corp|2006-03-24
1169561|CommVault Systems|2006-03-17
1331520|Home BancShares|2006-03-14
1202273|Golfsmith|2006-03-14
1303313|LHC Group|2004-11-26
1171218|North Pointe|2005-01-21
1385544|Horsehead|2007-07-02
1103025|TRX Inc|2005-05-09
1403161|Visa Inc|2007-11-09
1386198|MEMSIC|2007-09-28
1295172|RiskMetrics|2007-09-19
1411861|MAKO Surgical|2007-09-19
1410637|RHI Entertainment|2007-09-14
1325670|Sonabank|2006-08-04
1369817|OneBeacon Insurance|2006-08-04
1332341|US BioEnergy|2006-08-03
1109189|Basic Energy|2005-08-12
1161448|CBOT Holdings|2005-05-09
1110507|Eschelon Telecom|2005-05-06
880059|Education Management Corporation|2007-12-21
1323715|Superior Well|2005-05-06
1130866|Hittite Microwave|2005-05-05
1325098|Quintana Maritime|2005-05-03
1162192|Avalon Pharmaceutical|2005-05-03
1325177|James River|2005-05-03
923144|Suncoast|2005-04-29
1324570|Volcom|2005-04-29
