Date,ServiceNow
2013-04-30,48
2013-05-01,46
2013-05-02,47
2013-05-03,47
2013-05-04,47
2013-05-05,48
2013-05-06,49
2013-05-07,51
2013-05-08,52
2013-05-09,54
2013-05-10,54
2013-05-11,57
2013-05-12,55
2013-05-13,54
2013-05-14,53
2013-05-15,52
2013-05-16,51
2013-05-17,51
2013-05-18,49
2013-05-19,48
2013-05-20,48
2013-05-21,47
2013-05-22,47
2013-05-23,48
2013-05-24,48
2013-05-25,46
2013-05-26,44
2013-05-27,43
2013-05-28,41
2013-05-29,42
2013-05-30,38
2013-05-31,38
2013-06-01,36
2013-06-02,38
2013-06-03,40
2013-06-04,43
2013-06-05,46
2013-06-06,48
2013-06-07,53
2013-06-08,53
2013-06-09,52
2013-06-10,51
2013-06-11,50
2013-06-12,52
2013-06-13,52
2013-06-14,51
2013-06-15,48
2013-06-16,49
2013-06-17,50
2013-06-18,52
2013-06-19,52
2013-06-20,53
2013-06-21,60
2013-06-22,56
2013-06-23,54
2013-06-24,53
2013-06-25,52
2013-06-26,51
2013-06-27,49
2013-06-28,49
2013-06-29,49
2013-06-30,45
2013-07-01,43
2013-07-02,42
2013-07-03,40
2013-07-04,41
2013-07-05,37
2013-07-06,36
2013-07-07,37
2013-07-08,38
2013-07-09,40
2013-07-10,42
2013-07-11,43
2013-07-12,44
2013-07-13,47
2013-07-14,45
2013-07-15,45
2013-07-16,46
2013-07-17,44
2013-07-18,45
2013-07-19,47
2013-07-20,44
2013-07-21,44
2013-07-22,44
2013-07-23,44
2013-07-24,48
2013-07-25,44
2013-07-26,44
2013-07-27,45
2013-07-28,46
2013-07-29,48
2013-07-30,50
2013-07-31,51
2013-08-01,53
2013-08-02,56
2013-08-03,62
2013-08-04,56
2013-08-05,55
2013-08-06,54
2013-08-07,54
2013-08-08,52
2013-08-09,53
2013-08-10,53
2013-08-11,50
2013-08-12,50
2013-08-13,52
2013-08-14,54
2013-08-15,52
2013-08-16,52
2013-08-17,53
2013-08-18,53
2013-08-19,54
2013-08-20,54
2013-08-21,57
2013-08-22,56
2013-08-23,56
2013-08-24,60
2013-08-25,56
2013-08-26,55
2013-08-27,55
2013-08-28,54
2013-08-29,57
2013-08-30,53
2013-08-31,53
