Date,Dollar General
2009-07-17,49
2009-07-18,51
2009-07-19,52
2009-07-20,54
2009-07-21,56
2009-07-22,58
2009-07-23,60
2009-07-24,62
2009-07-25,64
2009-07-26,64
2009-08-02,70
2009-08-03,70
2009-08-04,71
2009-08-05,71
2009-08-06,72
2009-08-07,72
2009-08-08,73
2009-08-09,71
2009-08-10,70
2009-08-11,68
2009-08-12,67
2009-08-13,65
2009-08-14,64
2009-08-15,63
2009-08-16,65
2009-08-17,67
2009-08-18,69
2009-08-19,71
2009-08-20,73
2009-08-21,75
2009-08-22,77
2009-08-23,74
2009-08-24,71
2009-08-25,69
2009-08-26,66
2009-08-27,63
2009-08-28,60
2009-08-29,58
2009-08-30,59
2009-08-31,61
2009-09-01,62
2009-09-02,63
2009-09-03,65
2009-09-04,66
2009-09-05,67
2009-09-06,64
2009-09-07,61
2009-09-08,58
2009-09-09,55
2009-09-10,52
2009-09-11,49
2009-09-12,47
2009-09-13,48
2009-09-14,50
2009-09-15,52
2009-09-16,54
2009-09-17,56
2009-09-18,58
2009-09-19,60
2009-09-20,60
2009-09-21,59
2009-09-22,59
2009-09-23,59
2009-09-24,59
2009-09-25,59
2009-09-26,59
2009-09-27,59
2009-09-28,59
2009-09-29,59
2009-09-30,59
2009-10-01,59
2009-10-02,59
2009-10-03,59
2009-10-04,59
2009-10-05,58
2009-10-06,58
2009-10-07,58
2009-10-08,58
2009-10-09,58
2009-10-10,58
2009-10-11,58
2009-10-12,59
2009-10-13,60
2009-10-14,61
2009-10-15,62
2009-10-16,62
2009-10-17,63
2009-10-18,61
2009-10-19,58
2009-10-20,56
2009-10-21,54
2009-10-22,52
2009-10-23,50
2009-10-24,48
2009-10-25,47
2009-11-01,49
2009-11-02,51
2009-11-03,53
2009-11-04,56
2009-11-05,58
2009-11-06,60
2009-11-07,63
2009-11-08,68
2009-11-09,74
2009-11-10,79
2009-11-11,85
2009-11-12,90
2009-11-13,96
2009-11-14,101
2009-11-15,97
2009-11-16,91
2009-11-17,87
2009-11-18,83
2009-11-19,79
2009-11-20,75
2009-11-21,71
2009-11-22,70
2009-11-23,69
2009-11-24,69
2009-11-25,68
2009-11-26,68
2009-11-27,67
2009-11-28,67
2009-11-29,69
2009-11-30,72
2009-12-01,75
2009-12-02,77
2009-12-03,80
2009-12-04,82
2009-12-05,85
2009-12-06,83
2009-12-07,82
2009-12-08,80
2009-12-09,79
2009-12-10,77
2009-12-11,75
2009-12-12,73
2009-12-13,70
2009-12-14,66
2009-12-15,63
2009-12-16,60
2009-12-17,57
2009-12-18,54
2009-12-19,51
2009-12-20,49
2009-12-21,48
2009-12-22,46
2009-12-23,44
2009-12-24,42
2009-12-25,41
2009-12-26,39
2009-12-27,39
2009-12-28,37
2009-12-29,37
2009-12-30,36
2009-12-31,36
2010-01-01,35
2010-01-02,35
2010-01-03,37
2010-01-04,40
2010-01-05,42
2010-01-06,45
2010-01-07,47
2010-01-08,50
2010-01-09,53
2010-01-10,53
2010-01-11,54
2010-01-12,55
2010-01-13,55
2010-01-14,56
2010-01-15,57
2010-01-16,58
2010-01-17,57
2010-01-18,56
2010-01-19,56
2010-01-20,55
2010-01-21,54
2010-01-22,53
2010-01-23,53
2010-01-24,51
2010-01-25,49
2010-01-26,47
2010-01-27,45
2010-01-28,43
2010-01-29,41
2010-01-30,39
2010-01-31,41
2010-02-07,58
2010-02-08,59
2010-02-09,60
2010-02-10,60
2010-02-11,61
2010-02-12,62
2010-02-13,62
2010-02-14,60
2010-02-15,58
2010-02-16,56
2010-02-17,54
2010-02-18,52
2010-02-19,50
2010-02-20,48
2010-02-21,50
2010-02-22,53
2010-02-23,55
2010-02-24,58
2010-02-25,61
2010-02-26,63
2010-02-27,66
2010-02-28,65
2010-03-01,65
2010-03-02,64
2010-03-03,64
2010-03-04,63
2010-03-05,63
2010-03-06,62
2010-03-07,58
2010-03-08,53
2010-03-09,49
2010-03-10,45
2010-03-11,41
2010-03-12,37
2010-03-13,33
2010-03-14,33
2010-03-15,33
2010-03-16,33
2010-03-17,34
2010-03-18,34
2010-03-19,34
2010-03-20,35
2010-03-21,38
2010-03-22,41
2010-03-23,45
2010-03-24,48
2010-03-25,52
2010-03-26,55
2010-03-27,59
2010-03-28,59
2010-05-02,47
2010-05-03,51
2010-05-04,56
2010-05-05,60
2010-05-06,64
2010-05-07,69
2010-05-08,73
2010-05-09,70
2010-05-10,67
2010-05-11,64
2010-05-12,61
2010-05-13,58
2010-05-14,55
2010-05-15,52
2010-05-16,51
2010-05-17,50
2010-05-18,49
2010-05-19,48
2010-05-20,47
2010-05-21,46
2010-05-22,46
2010-05-23,47
2010-05-24,48
2010-05-25,49
2010-05-26,50
2010-05-27,51
2010-05-28,52
2010-05-29,53
2010-05-30,56
2010-05-31,59
2010-06-01,62
2010-06-02,65
2010-06-03,68
2010-06-04,71
2010-06-05,74
2010-06-06,71
2010-06-07,69
2010-06-08,66
2010-06-09,63
2010-06-10,61
2010-06-11,58
2010-06-12,55
2010-06-13,53
2010-06-14,51
2010-06-15,49
2010-06-16,47
2010-06-17,45
2010-06-18,43
2010-06-19,41
2010-06-20,44
2010-06-21,47
2010-06-22,50
2010-06-23,53
2010-06-24,56
2010-06-25,59
2010-06-26,63
2010-06-27,61
2010-06-28,59
2010-06-29,57
2010-06-30,55
2010-07-01,53
2010-07-02,51
2010-07-03,50
2010-07-04,50
2010-07-05,51
2010-07-06,52
2010-07-07,52
2010-07-08,53
2010-07-09,54
2010-07-10,55
2010-07-11,54
2010-07-12,53
2010-07-13,52
2010-07-14,51
2010-07-15,50
2010-07-16,49
2010-07-17,48
2010-07-18,49
2010-07-19,51
2010-07-20,53
2010-07-21,54
2010-07-22,56
2010-07-23,58
2010-07-24,60
2010-07-25,60
2010-08-01,65
2010-08-02,68
2010-08-03,72
2010-08-04,75
2010-08-05,82
2010-08-06,82
2010-08-07,86
2010-08-08,86
2010-08-09,86
2010-08-10,86
2010-08-11,90
2010-08-12,86
2010-08-13,86
2010-08-14,87
2010-08-15,83
2010-08-16,79
2010-08-17,77
2010-08-18,71
2010-08-19,67
2010-08-20,63
2010-08-21,59
2010-08-22,56
2010-08-23,53
2010-08-24,50
2010-08-25,47
2010-08-26,44
2010-08-27,41
2010-08-28,39
2010-08-29,45
2010-08-30,51
2010-08-31,57
2010-09-01,66
2010-09-02,73
2010-09-03,75
2010-09-04,82
2010-09-05,80
2010-09-06,78
2010-09-07,76
2010-09-08,74
2010-09-09,72
2010-09-10,73
2010-09-11,69
2010-09-12,66
2010-09-13,63
2010-09-14,60
2010-09-15,57
2010-09-16,54
2010-09-17,51
2010-09-18,48
2010-09-19,50
2010-09-20,53
2010-09-21,55
2010-09-22,59
2010-09-23,60
2010-09-24,65
2010-09-25,66
2010-09-26,66
2010-09-27,66
2010-09-28,66
2010-09-29,66
2010-09-30,67
2010-10-01,66
2010-10-02,66
2010-10-03,65
2010-10-04,65
2010-10-05,65
2010-10-06,64
2010-10-07,64
2010-10-08,64
2010-10-09,64
2010-10-10,62
2010-10-11,61
2010-10-12,59
2010-10-13,58
2010-10-14,56
2010-10-15,55
2010-10-16,54
2010-10-17,54
2010-10-18,57
2010-10-19,54
2010-10-20,55
2010-10-21,55
2010-10-22,55
2010-10-23,56
2010-10-24,57
2010-10-25,59
2010-10-26,61
2010-10-27,63
2010-10-28,68
2010-10-29,67
2010-10-30,69
2010-10-31,67
2010-11-01,65
2010-11-02,65
2010-11-03,62
2010-11-04,61
2010-11-05,58
2010-11-06,57
2010-11-07,57
2010-11-08,57
2010-11-09,58
2010-11-10,57
2010-11-11,57
2010-11-12,57
2010-11-13,57
2010-11-14,62
2010-11-15,63
2010-11-16,66
2010-11-17,70
2010-11-18,72
2010-11-19,75
2010-11-20,78
2010-11-21,81
2010-11-22,75
2010-11-23,74
2010-11-24,73
2010-11-25,72
2010-11-26,72
2010-11-27,70
2010-11-28,70
2010-11-29,70
2010-11-30,70
2010-12-01,72
2010-12-02,71
2010-12-03,70
2010-12-04,70
2010-12-05,71
2010-12-06,75
2010-12-07,74
2010-12-08,76
2010-12-09,81
2010-12-10,79
2010-12-11,81
2010-12-12,80
2010-12-13,79
2010-12-14,80
2010-12-15,77
2010-12-16,77
2010-12-17,75
2010-12-18,75
2010-12-19,77
2010-12-20,80
2010-12-21,83
2010-12-22,86
2010-12-23,89
2010-12-24,92
2010-12-25,101
2010-12-26,94
2010-12-27,89
2010-12-28,86
2010-12-29,84
2010-12-30,81
2010-12-31,78
2011-01-01,76
2011-01-02,78
2011-01-03,80
2011-01-04,84
2011-01-05,91
2011-01-06,88
2011-01-07,91
2011-01-08,93
2011-01-09,90
2011-01-10,88
2011-01-11,88
2011-01-12,83
2011-01-13,81
2011-01-14,78
2011-01-15,76
2011-01-16,74
2011-01-17,73
2011-01-18,71
2011-01-19,73
2011-01-20,68
2011-01-21,67
2011-01-22,66
2011-01-23,65
2011-01-24,64
2011-01-25,63
2011-01-26,62
2011-01-27,61
2011-01-28,60
2011-01-29,60
2011-01-30,60
2011-01-31,60
