Date,Hansen Medical
2007-08-25,83
2007-08-26,83
2007-08-27,83
2007-08-28,84
2007-08-29,84
2007-08-30,85
2007-08-31,85
2007-09-01,86
2007-09-02,86
2007-09-03,86
2007-09-04,87
2007-09-05,87
2007-09-06,88
2007-09-07,88
2007-09-08,89
2007-09-09,89
2007-09-10,90
2007-09-11,90
2007-09-12,91
2007-09-13,91
2007-09-14,92
2007-09-15,92
2007-09-16,93
2007-09-17,93
2007-09-18,93
2007-09-19,94
2007-09-20,94
2007-09-21,95
2007-09-22,95
2007-09-23,96
2007-09-24,96
2007-09-25,97
2007-09-26,97
2007-09-27,98
2007-09-28,98
2007-09-29,99
2007-09-30,99
2007-10-01,100
2007-10-02,98
2007-10-03,97
2007-10-04,96
2007-10-05,95
2007-10-06,93
2007-10-07,92
2007-10-08,91
2007-10-09,90
2007-10-10,88
2007-10-11,87
2007-10-12,86
2007-10-13,85
2007-10-14,84
2007-10-15,82
2007-10-16,81
2007-10-17,80
2007-10-18,79
2007-10-19,77
2007-10-20,76
2007-10-21,75
2007-10-22,74
2007-10-23,73
2007-10-24,71
2007-10-25,70
2007-10-26,69
2007-10-27,68
2007-10-28,66
2007-10-29,65
2007-10-30,64
2007-10-31,63
2007-11-01,62
2007-11-02,59
2007-11-03,57
2007-11-04,55
2007-11-05,53
2007-11-06,51
2007-11-07,49
2007-11-08,47
2007-11-09,45
2007-11-10,43
2007-11-11,41
2007-11-12,39
2007-11-13,37
2007-11-14,35
2007-11-15,33
2007-11-16,31
2007-11-17,28
2007-11-18,26
2007-11-19,24
2007-11-20,22
2007-11-21,20
2007-11-22,18
2007-11-23,16
2007-11-24,14
2007-11-25,12
2007-11-26,10
2007-11-27,8
2007-11-28,6
2007-11-29,4
2007-11-30,2
2007-12-01,0
2007-12-02,0
2007-12-03,0
2007-12-04,0
2007-12-05,0
2007-12-06,0
2007-12-07,0
2007-12-08,0
2007-12-09,0
2007-12-10,0
2007-12-11,0
2007-12-12,0
2007-12-13,0
2007-12-14,0
2007-12-15,0
2007-12-16,0
2007-12-17,0
2007-12-18,0
2007-12-19,0
2007-12-20,0
2007-12-21,0
2007-12-22,0
2007-12-23,0
2007-12-24,0
2007-12-25,0
2007-12-26,0
2007-12-27,0
2007-12-28,0
2007-12-29,0
2007-12-30,0
2007-12-31,0
2008-01-01,0
2008-01-02,0
2008-01-03,0
2008-01-04,0
2008-01-05,0
2008-01-06,0
2008-01-07,0
2008-01-08,0
2008-01-09,0
2008-01-10,0
2008-01-11,0
2008-01-12,0
2008-01-13,0
2008-01-14,0
2008-01-15,0
2008-01-16,0
2008-01-17,0
2008-01-18,0
2008-01-19,0
2008-01-20,0
2008-01-21,0
2008-01-22,0
2008-01-23,0
2008-01-24,0
2008-01-25,0
2008-01-26,0
2008-01-27,0
2008-01-28,0
2008-01-29,0
2008-01-30,0
2008-01-31,0
