Date,Paratek
2012-10-28,36
2012-10-29,36
2012-10-30,36
2012-10-31,36
2012-11-01,36
2012-11-02,36
2012-11-03,36
2012-11-04,36
2012-11-05,36
2012-11-06,36
2012-11-07,37
2012-11-08,37
2012-11-09,37
2012-11-10,37
2012-11-11,37
2012-11-12,37
2012-11-13,38
2012-11-14,38
2012-11-15,38
2012-11-16,38
2012-11-17,38
2012-11-18,38
2012-11-19,39
2012-11-20,39
2012-11-21,39
2012-11-22,39
2012-11-23,39
2012-11-24,39
2012-11-25,40
2012-11-26,40
2012-11-27,40
2012-11-28,40
2012-11-29,40
2012-11-30,40
2012-12-01,41
2012-12-02,41
2012-12-03,41
2012-12-04,41
2012-12-05,41
2012-12-06,41
2012-12-07,41
2012-12-08,42
2012-12-09,42
2012-12-10,42
2012-12-11,42
2012-12-12,42
2012-12-13,42
2012-12-14,43
2012-12-15,43
2012-12-16,43
2012-12-17,43
2012-12-18,43
2012-12-19,43
2012-12-20,44
2012-12-21,44
2012-12-22,44
2012-12-23,44
2012-12-24,44
2012-12-25,44
2012-12-26,45
2012-12-27,45
2012-12-28,45
2012-12-29,45
2012-12-30,45
2012-12-31,45
2013-01-01,46
2013-01-02,45
2013-01-03,45
2013-01-04,45
2013-01-05,45
2013-01-06,45
2013-01-07,45
2013-01-08,45
2013-01-09,44
2013-01-10,44
2013-01-11,44
2013-01-12,44
2013-01-13,44
2013-01-14,44
2013-01-15,44
2013-01-16,44
2013-01-17,43
2013-01-18,43
2013-01-19,43
2013-01-20,43
2013-01-21,43
2013-01-22,43
2013-01-23,43
2013-01-24,43
2013-01-25,42
2013-01-26,42
2013-01-27,42
2013-01-28,42
2013-01-29,42
2013-01-30,42
2013-01-31,42
2013-02-01,42
2013-02-02,42
2013-02-03,42
2013-02-04,42
2013-02-05,42
2013-02-06,42
2013-02-07,42
2013-02-08,42
2013-02-09,42
2013-02-10,42
2013-02-11,42
2013-02-12,42
2013-02-13,42
2013-02-14,42
2013-02-15,42
2013-02-16,42
2013-02-17,42
2013-02-18,42
2013-02-19,42
2013-02-20,42
2013-02-21,42
2013-02-22,42
2013-02-23,42
2013-02-24,42
2013-02-25,42
2013-02-26,42
2013-02-27,42
2013-02-28,42
2013-03-01,42
2013-03-02,41
2013-03-03,41
2013-03-04,41
2013-03-05,41
2013-03-06,40
2013-03-07,40
2013-03-08,40
2013-03-09,40
2013-03-10,39
2013-03-11,39
2013-03-12,39
2013-03-13,39
2013-03-14,39
2013-03-15,38
2013-03-16,38
2013-03-17,38
2013-03-18,38
2013-03-19,37
2013-03-20,37
2013-03-21,37
2013-03-22,37
2013-03-23,37
2013-03-24,36
2013-03-25,36
2013-03-26,36
2013-03-27,36
2013-03-28,35
2013-03-29,35
2013-03-30,35
2013-03-31,35
2013-04-01,35
2013-04-02,35
2013-04-03,35
2013-04-04,35
2013-04-05,35
2013-04-06,35
2013-04-07,35
2013-04-08,35
2013-04-09,35
2013-04-10,35
2013-04-11,35
2013-04-12,35
2013-04-13,35
2013-04-14,35
2013-04-15,35
2013-04-16,35
2013-04-17,35
2013-04-18,35
2013-04-19,35
2013-04-20,35
2013-04-21,35
2013-04-22,35
2013-04-23,35
2013-04-24,35
2013-04-25,35
2013-04-26,35
2013-04-27,35
2013-04-28,35
2013-04-29,35
2013-04-30,35
2013-05-01,35
2013-05-02,35
2013-05-03,35
2013-05-04,35
2013-05-05,35
2013-05-06,35
2013-05-07,35
2013-05-08,35
2013-05-09,35
2013-05-10,35
2013-05-11,35
2013-05-12,35
2013-05-13,35
2013-05-14,35
2013-05-15,35
2013-05-16,35
2013-05-17,35
2013-05-18,35
2013-05-19,35
2013-05-20,35
2013-05-21,35
2013-05-22,35
2013-05-23,35
2013-05-24,35
2013-05-25,35
2013-05-26,35
2013-05-27,35
2013-05-28,35
2013-05-29,35
2013-05-30,35
2013-05-31,35
2013-06-01,35
2013-06-02,35
2013-06-03,35
2013-06-04,35
2013-06-05,35
2013-06-06,35
2013-06-07,35
2013-06-08,35
2013-06-09,35
2013-06-10,35
2013-06-11,35
2013-06-12,35
2013-06-13,35
2013-06-14,35
2013-06-15,35
2013-06-16,35
2013-06-17,35
2013-06-18,35
2013-06-19,35
2013-06-20,35
2013-06-21,35
2013-06-22,35
2013-06-23,35
2013-06-24,35
2013-06-25,35
2013-06-26,35
2013-06-27,35
2013-06-28,35
2013-06-29,35
2013-06-30,35
2013-07-01,35
2013-07-02,34
2013-07-03,34
2013-07-04,34
2013-07-05,33
2013-07-06,33
2013-07-07,33
2013-07-08,32
2013-07-09,32
2013-07-10,32
2013-07-11,31
2013-07-12,31
2013-07-13,31
2013-07-14,30
2013-07-15,30
2013-07-16,30
2013-07-17,29
2013-07-18,29
2013-07-19,29
2013-07-20,28
2013-07-21,28
2013-07-22,28
2013-07-23,27
2013-07-24,27
2013-07-25,27
2013-07-26,26
2013-07-27,26
2013-07-28,26
2013-07-29,25
2013-07-30,25
2013-07-31,25
2013-08-01,25
2013-08-02,25
2013-08-03,25
2013-08-04,25
2013-08-05,25
2013-08-06,25
2013-08-07,26
2013-08-08,26
2013-08-09,26
2013-08-10,26
2013-08-11,26
2013-08-12,27
2013-08-13,27
2013-08-14,27
2013-08-15,27
2013-08-16,27
2013-08-17,28
2013-08-18,28
2013-08-19,28
2013-08-20,28
2013-08-21,28
2013-08-22,29
2013-08-23,29
2013-08-24,29
2013-08-25,29
2013-08-26,29
2013-08-27,30
2013-08-28,30
2013-08-29,30
2013-08-30,30
2013-08-31,30
2013-09-01,31
2013-09-02,30
2013-09-03,30
2013-09-04,30
2013-09-05,30
2013-09-06,30
2013-09-07,30
2013-09-08,30
2013-09-09,30
2013-09-10,30
2013-09-11,30
2013-09-12,30
2013-09-13,30
2013-09-14,30
2013-09-15,30
2013-09-16,30
2013-09-17,30
2013-09-18,30
2013-09-19,30
2013-09-20,30
2013-09-21,30
2013-09-22,30
2013-09-23,30
2013-09-24,30
2013-09-25,30
2013-09-26,30
2013-09-27,30
2013-09-28,30
2013-09-29,30
2013-09-30,30
2013-10-01,30
2013-10-02,29
2013-10-03,28
2013-10-04,27
2013-10-05,26
2013-10-06,25
2013-10-07,24
2013-10-08,23
2013-10-09,22
2013-10-10,21
2013-10-11,20
2013-10-12,19
2013-10-13,18
2013-10-14,17
2013-10-15,16
2013-10-16,15
2013-10-17,14
2013-10-18,13
2013-10-19,12
2013-10-20,11
2013-10-21,10
2013-10-22,9
2013-10-23,8
2013-10-24,7
2013-10-25,6
2013-10-26,5
2013-10-27,4
2013-10-28,3
2013-10-29,2
2013-10-30,1
2013-10-31,0
2013-11-01,0
2013-11-02,0
2013-11-03,0
2013-11-04,0
2013-11-05,0
2013-11-06,0
2013-11-07,0
2013-11-08,0
2013-11-09,0
2013-11-10,0
2013-11-11,0
2013-11-12,0
2013-11-13,0
2013-11-14,0
2013-11-15,0
2013-11-16,0
2013-11-17,0
2013-11-18,0
2013-11-19,0
2013-11-20,0
2013-11-21,0
2013-11-22,0
2013-11-23,0
2013-11-24,0
2013-11-25,0
2013-11-26,0
2013-11-27,0
2013-11-28,0
2013-11-29,0
2013-11-30,0
2013-12-01,0
2013-12-02,0
2013-12-03,0
2013-12-04,0
2013-12-05,0
2013-12-06,0
2013-12-07,0
2013-12-08,0
2013-12-09,0
2013-12-10,0
2013-12-11,0
2013-12-12,0
2013-12-13,0
2013-12-14,0
2013-12-15,0
2013-12-16,0
2013-12-17,0
2013-12-18,0
2013-12-19,0
2013-12-20,0
2013-12-21,0
2013-12-22,0
2013-12-23,0
2013-12-24,0
2013-12-25,0
2013-12-26,0
2013-12-27,0
2013-12-28,0
2013-12-29,0
2013-12-30,0
2013-12-31,0
2014-01-01,0
2014-01-02,0
2014-01-03,0
2014-01-04,0
2014-01-05,0
2014-01-06,0
2014-01-07,0
2014-01-08,0
2014-01-09,0
2014-01-10,0
2014-01-11,0
2014-01-12,0
2014-01-13,0
2014-01-14,0
2014-01-15,0
2014-01-16,0
2014-01-17,0
2014-01-18,0
2014-01-19,0
2014-01-20,0
2014-01-21,0
2014-01-22,0
2014-01-23,0
2014-01-24,0
2014-01-25,0
2014-01-26,0
2014-01-27,0
2014-01-28,0
2014-01-29,0
2014-01-30,0
2014-01-31,0
