Date,SolarCity
2013-10-16,48
2013-10-17,50
2013-10-18,51
2013-10-19,60
2013-10-20,52
2013-10-21,52
2013-10-22,52
2013-10-23,53
2013-10-24,52
2013-10-25,51
2013-10-26,56
2013-10-27,51
2013-10-28,50
2013-10-29,53
2013-10-30,49
2013-10-31,49
2013-11-01,49
2013-11-02,56
2013-11-03,54
2013-11-04,53
2013-11-05,55
2013-11-06,57
2013-11-07,60
2013-11-08,64
2013-11-09,70
2013-11-10,61
2013-11-11,59
2013-11-12,58
2013-11-13,56
2013-11-14,54
2013-11-15,53
2013-11-16,53
2013-11-17,55
2013-11-18,48
2013-11-19,47
2013-11-20,46
2013-11-21,46
2013-11-22,45
2013-11-23,46
2013-11-24,41
2013-11-25,40
2013-11-26,39
2013-11-27,37
2013-11-28,38
2013-11-29,37
2013-11-30,35
2013-12-01,36
2013-12-02,36
2013-12-03,38
2013-12-04,39
2013-12-05,41
2013-12-06,42
2013-12-07,46
2013-12-08,47
2013-12-09,44
2013-12-10,45
2013-12-11,44
2013-12-12,44
2013-12-13,44
2013-12-14,47
2013-12-15,45
2013-12-16,43
2013-12-17,42
2013-12-18,42
2013-12-19,41
2013-12-20,43
2013-12-21,41
2013-12-22,43
2013-12-23,37
2013-12-24,38
2013-12-25,34
2013-12-26,31
2013-12-27,29
2013-12-28,30
2013-12-29,27
2013-12-30,28
2013-12-31,29
2014-01-01,30
2014-01-02,31
2014-01-03,32
2014-01-04,33
2014-01-05,41
2014-01-06,41
2014-01-07,47
2014-01-08,49
2014-01-09,55
2014-01-10,57
2014-01-11,73
2014-01-12,61
2014-01-13,61
2014-01-14,61
2014-01-15,61
2014-01-16,61
2014-01-17,61
2014-01-18,68
2014-01-19,59
2014-01-20,58
2014-01-21,56
2014-01-22,56
2014-01-23,55
2014-01-24,53
2014-01-25,59
2014-01-26,50
2014-01-27,49
2014-01-28,49
2014-01-29,49
2014-01-30,47
2014-01-31,48
2014-02-01,47
2014-02-02,48
2014-02-03,44
2014-02-04,43
2014-02-05,45
2014-02-06,43
2014-02-07,41
2014-02-08,43
2014-02-09,41
2014-02-10,41
2014-02-11,42
2014-02-12,46
2014-02-13,43
2014-02-14,43
2014-02-15,46
2014-02-16,46
2014-02-17,46
2014-02-18,47
2014-02-19,50
2014-02-20,50
2014-02-21,53
2014-02-22,53
2014-02-23,61
2014-02-24,63
2014-02-25,68
2014-02-26,74
2014-02-27,82
2014-02-28,87
2014-03-01,97
