Date,SunCoke Energy
2011-06-19,80
2011-06-20,82
2011-06-21,84
2011-06-22,85
2011-06-23,87
2011-06-24,88
2011-06-25,90
2011-06-26,92
2011-06-27,93
2011-06-28,95
2011-06-29,96
2011-06-30,98
2011-07-01,100
2011-07-02,98
2011-07-03,96
2011-07-04,94
2011-07-05,93
2011-07-06,91
2011-07-07,89
2011-07-08,88
2011-07-09,86
2011-07-10,84
2011-07-11,83
2011-07-12,81
2011-07-13,79
2011-07-14,78
2011-07-15,76
2011-07-16,74
2011-07-17,73
2011-07-18,71
2011-07-19,69
2011-07-20,68
2011-07-21,66
2011-07-22,64
2011-07-23,63
2011-07-24,61
2011-07-25,59
2011-07-26,58
2011-07-27,56
2011-07-28,54
2011-07-29,53
2011-07-30,51
2011-07-31,49
2011-08-01,48
2011-08-02,47
2011-08-03,46
2011-08-04,46
2011-08-05,45
2011-08-06,45
2011-08-07,44
2011-08-08,43
2011-08-09,43
2011-08-10,42
2011-08-11,42
2011-08-12,41
2011-08-13,41
2011-08-14,40
2011-08-15,39
2011-08-16,39
2011-08-17,38
2011-08-18,38
2011-08-19,37
2011-08-20,36
2011-08-21,36
2011-08-22,35
2011-08-23,35
2011-08-24,34
2011-08-25,34
2011-08-26,33
2011-08-27,32
2011-08-28,32
2011-08-29,31
2011-08-30,31
2011-08-31,30
2011-09-01,30
2011-09-02,29
2011-09-03,29
2011-09-04,29
2011-09-05,29
2011-09-06,28
2011-09-07,28
2011-09-08,28
2011-09-09,28
2011-09-10,27
2011-09-11,27
2011-09-12,27
2011-09-13,27
2011-09-14,26
2011-09-15,26
2011-09-16,26
2011-09-17,26
2011-09-18,26
2011-09-19,25
2011-09-20,25
2011-09-21,25
2011-09-22,25
2011-09-23,24
2011-09-24,24
2011-09-25,24
2011-09-26,24
2011-09-27,23
2011-09-28,23
2011-09-29,23
2011-09-30,23
2011-10-01,23
2011-10-02,23
2011-10-03,23
2011-10-04,24
2011-10-05,24
2011-10-06,25
2011-10-07,25
2011-10-08,26
2011-10-09,26
2011-10-10,27
2011-10-11,27
2011-10-12,28
2011-10-13,28
2011-10-14,29
2011-10-15,29
2011-10-16,30
2011-10-17,30
2011-10-18,31
2011-10-19,31
2011-10-20,32
2011-10-21,32
2011-10-22,33
2011-10-23,33
2011-10-24,34
2011-10-25,34
2011-10-26,35
2011-10-27,35
2011-10-28,36
2011-10-29,36
2011-10-30,37
2011-10-31,37
2011-11-01,38
2011-11-02,37
2011-11-03,37
2011-11-04,36
2011-11-05,36
2011-11-06,35
2011-11-07,35
2011-11-08,34
2011-11-09,34
2011-11-10,33
2011-11-11,33
2011-11-12,32
2011-11-13,32
2011-11-14,31
2011-11-15,31
2011-11-16,31
2011-11-17,30
2011-11-18,30
2011-11-19,29
2011-11-20,29
2011-11-21,28
2011-11-22,28
2011-11-23,27
2011-11-24,27
2011-11-25,26
2011-11-26,26
2011-11-27,25
2011-11-28,25
2011-11-29,24
2011-11-30,24
2011-12-01,24
2011-12-02,24
2011-12-03,25
2011-12-04,26
2011-12-05,27
2011-12-06,28
2011-12-07,28
2011-12-08,29
2011-12-09,30
2011-12-10,31
2011-12-11,32
2011-12-12,32
2011-12-13,33
2011-12-14,34
2011-12-15,35
2011-12-16,36
2011-12-17,36
2011-12-18,37
2011-12-19,38
2011-12-20,39
2011-12-21,40
2011-12-22,40
2011-12-23,41
2011-12-24,42
2011-12-25,43
2011-12-26,44
2011-12-27,44
2011-12-28,45
2011-12-29,46
2011-12-30,47
2011-12-31,48
2012-01-01,49
2012-01-02,49
2012-01-03,49
2012-01-04,49
2012-01-05,49
2012-01-06,49
2012-01-07,49
2012-01-08,50
2012-01-09,50
2012-01-10,50
2012-01-11,50
2012-01-12,50
2012-01-13,50
2012-01-14,51
2012-01-15,51
2012-01-16,51
2012-01-17,51
2012-01-18,51
2012-01-19,51
2012-01-20,52
2012-01-21,52
2012-01-22,52
2012-01-23,52
2012-01-24,52
2012-01-25,52
2012-01-26,53
2012-01-27,53
2012-01-28,53
2012-01-29,53
2012-01-30,53
2012-01-31,53
2012-02-01,54
2012-02-02,53
2012-02-03,52
2012-02-04,51
2012-02-05,50
2012-02-06,50
2012-02-07,49
2012-02-08,48
2012-02-09,47
2012-02-10,46
2012-02-11,46
2012-02-12,45
2012-02-13,44
2012-02-14,43
2012-02-15,42
2012-02-16,42
2012-02-17,41
2012-02-18,40
2012-02-19,39
2012-02-20,38
2012-02-21,38
2012-02-22,37
2012-02-23,36
2012-02-24,35
2012-02-25,34
2012-02-26,34
2012-02-27,33
2012-02-28,32
2012-02-29,31
2012-03-01,31
2012-03-02,31
2012-03-03,31
2012-03-04,32
2012-03-05,32
2012-03-06,33
2012-03-07,33
2012-03-08,34
2012-03-09,34
2012-03-10,35
2012-03-11,35
2012-03-12,36
2012-03-13,36
2012-03-14,37
2012-03-15,37
2012-03-16,38
2012-03-17,38
2012-03-18,39
2012-03-19,39
2012-03-20,40
2012-03-21,40
2012-03-22,41
2012-03-23,41
2012-03-24,42
2012-03-25,42
2012-03-26,43
2012-03-27,43
2012-03-28,44
2012-03-29,44
2012-03-30,45
2012-03-31,45
2012-04-01,46
2012-04-02,45
2012-04-03,45
2012-04-04,44
2012-04-05,44
2012-04-06,43
2012-04-07,43
2012-04-08,42
2012-04-09,42
2012-04-10,42
2012-04-11,41
2012-04-12,41
2012-04-13,40
2012-04-14,40
2012-04-15,39
2012-04-16,39
2012-04-17,39
2012-04-18,38
2012-04-19,38
2012-04-20,37
2012-04-21,37
2012-04-22,36
2012-04-23,36
2012-04-24,36
2012-04-25,35
2012-04-26,35
2012-04-27,34
2012-04-28,34
2012-04-29,33
2012-04-30,33
2012-05-01,33
2012-05-02,32
2012-05-03,32
2012-05-04,32
2012-05-05,32
2012-05-06,32
2012-05-07,31
2012-05-08,31
2012-05-09,31
2012-05-10,31
2012-05-11,31
2012-05-12,30
2012-05-13,30
2012-05-14,30
2012-05-15,30
2012-05-16,30
2012-05-17,29
2012-05-18,29
2012-05-19,29
2012-05-20,29
2012-05-21,29
2012-05-22,28
2012-05-23,28
2012-05-24,28
2012-05-25,28
2012-05-26,28
2012-05-27,27
2012-05-28,27
2012-05-29,27
2012-05-30,27
2012-05-31,27
2012-06-01,27
2012-06-02,27
2012-06-03,27
2012-06-04,27
2012-06-05,27
2012-06-06,27
2012-06-07,27
2012-06-08,27
2012-06-09,27
2012-06-10,27
2012-06-11,28
2012-06-12,28
2012-06-13,28
2012-06-14,28
2012-06-15,28
2012-06-16,28
2012-06-17,28
2012-06-18,28
2012-06-19,28
2012-06-20,28
2012-06-21,29
2012-06-22,29
2012-06-23,29
2012-06-24,29
2012-06-25,29
2012-06-26,29
2012-06-27,29
2012-06-28,29
2012-06-29,29
2012-06-30,29
2012-07-01,30
2012-07-02,30
2012-07-03,30
2012-07-04,31
2012-07-05,31
2012-07-06,32
2012-07-07,32
2012-07-08,33
2012-07-09,33
2012-07-10,34
2012-07-11,34
2012-07-12,34
2012-07-13,35
2012-07-14,35
2012-07-15,36
2012-07-16,36
2012-07-17,37
2012-07-18,37
2012-07-19,38
2012-07-20,38
2012-07-21,39
2012-07-22,39
2012-07-23,39
2012-07-24,40
2012-07-25,40
2012-07-26,41
2012-07-27,41
2012-07-28,42
2012-07-29,42
2012-07-30,43
2012-07-31,43
2012-08-01,44
2012-08-02,43
2012-08-03,42
2012-08-04,42
2012-08-05,41
2012-08-06,41
2012-08-07,40
2012-08-08,40
2012-08-09,39
2012-08-10,39
2012-08-11,38
2012-08-12,38
2012-08-13,37
2012-08-14,37
2012-08-15,36
2012-08-16,36
2012-08-17,35
2012-08-18,35
2012-08-19,34
2012-08-20,34
2012-08-21,33
2012-08-22,33
2012-08-23,32
2012-08-24,32
2012-08-25,31
2012-08-26,31
2012-08-27,30
2012-08-28,30
2012-08-29,29
2012-08-30,29
2012-08-31,28
